user_id,meal_occasion,lead_meal,meal_bundle,goodness_score
user_15_breakfast,breakfast,Fish Tacos Classic (m631),"['Fish Tacos Classic (m631)', 'Hot Chocolate Premium (m1153)']",0.175
user_16_dinner,dinner,Lentil Soup Premium (m2000),"['Lentil Soup Premium (m2000)', 'Clams Casino Premium (m1930)']",0.125
user_17_breakfast,breakfast,Frittata Mild (m1579),"['Frittata Mild (m1579)', 'Red Velvet Cake Mild (m965)', 'Asian Salad Premium (m512)', 'Potato Skins Light (m940)']",0.1
user_18_snacks,snacks,Coconut Water Classic (m1921),"['Coconut Water Classic (m1921)', 'Salmon Fillet Mild (m1392)', 'Tuna Tartare Mild (m1724)', 'Potato Salad (m1206)']",0.475
user_19_lunch,lunch,Egg Salad Light (m1961),"['Egg Salad Light (m1961)', 'Tomato Soup Premium (m1742)', 'Strawberry Shortcake Light (m1641)', 'Hash Browns Premium (m1834)', 'Strawberry Smoothie (m293)']",0.5833333333333333
user_20_snacks,snacks,Pumpkin Soup Light (m84),"['Pumpkin Soup Light (m84)', 'Deviled Eggs Premium (m1112)', 'Hot and Sour Soup Spicy (m1278)']",0.075
user_21_dinner,dinner,Roasted Carrots Premium (m892),"['Roasted Carrots Premium (m892)', 'Greek Salad Special (m1000)']",0.14375
user_22_dinner,dinner,Caesar Salad Light (m1539),"['Caesar Salad Light (m1539)', 'Chicken Rice Soup (m1716)', 'Waldorf Salad (m1808)', 'Pho Light (m80)']",0.1
user_23_snacks,snacks,Chicken Rice Soup (m1240),"['Chicken Rice Soup (m1240)', 'Potato Salad Special (m1440)', 'English Muffin Spicy (m1600)', 'Ramen Light (m1412)']",0.475
user_24_dinner,dinner,Prosciutto Melon Light (m1408),"['Prosciutto Melon Light (m1408)', 'Carrot Ginger Soup Spicy (m182)', 'Soy Milk Spicy (m435)']",0.2
user_25_snacks,snacks,Parfait Spicy (m1642),"['Parfait Spicy (m1642)', 'Cheese Platter Light (m331)', 'Churros Deluxe (m1337)']",0.45
user_26_snacks,snacks,Donut (m1348),"['Donut (m1348)', 'Soy Milk (m1951)']",0.2375
user_27_snacks,snacks,Vegetable Soup Light (m1063),"['Vegetable Soup Light (m1063)', 'Clam Chowder Mild (m1628)', 'Frittata (m995)']",0.075
user_28_dinner,dinner,Mousse Spicy (m366),"['Mousse Spicy (m366)', 'Bagel Premium (m1343)', 'Waldorf Salad Premium (m1189)']",0.075
user_29_lunch,lunch,Caprese Salad Spicy (m550),"['Caprese Salad Spicy (m550)', 'Greek Salad Light (m490)', 'Soy Milk Deluxe (m585)']",0.45
user_30_dinner,dinner,Scrambled Eggs (m1922),"['Scrambled Eggs (m1922)', 'Shrimp Cocktail Mild (m1743)', 'Samosas Premium (m935)', 'Pasta Salad Mild (m1185)', 'Chocolate Mousse Classic (m1190)']",0.40625
user_31_snacks,snacks,Avocado Toast Deluxe (m1571),"['Avocado Toast Deluxe (m1571)', 'Biscuits and Gravy Special (m969)', 'Pumpkin Soup Premium (m72)', 'Apple Juice Classic (m1738)', 'Bacon Deluxe (m637)']",0.625
user_32_snacks,snacks,Couscous Classic (m1639),"['Couscous Classic (m1639)', 'Oysters Special (m1789)', 'Rice Pilaf Premium (m1427)', 'Beef Stew Special (m825)']",0.475
user_33_breakfast,breakfast,Bagel Light (m106),"['Bagel Light (m106)', 'Fruit Bowl (m125)', 'Oat Milk Classic (m430)', 'Salmon Teriyaki Spicy (m677)', 'Bacon Deluxe (m1220)']",0.5625
user_34_breakfast,breakfast,Mushroom Soup Classic (m288),"['Mushroom Soup Classic (m288)', 'Beef Stew (m686)', 'English Muffin Classic (m1567)', 'Fried Rice Special (m422)']",0.2875
user_35_breakfast,breakfast,Pepsi Light (m1754),"['Pepsi Light (m1754)', 'Beef Stew Light (m1741)']",0.175
user_36_breakfast,breakfast,Chai Latte Mild (m1560),"['Chai Latte Mild (m1560)', 'Jalapeño Poppers Mild (m1767)', 'Water Special (m1304)', 'Pork Ribs Spicy (m1848)']",0.39166666666666666
user_37_breakfast,breakfast,Creamed Spinach Classic (m228),"['Creamed Spinach Classic (m228)', 'Pho (m47)', 'Baklava (m1204)', 'Mousse Spicy (m366)']",0.225
user_38_breakfast,breakfast,Nachos Classic (m1886),"['Nachos Classic (m1886)', 'Beet Salad Premium (m670)', 'Potato Leek Soup Mild (m174)', 'Mushroom Soup Light (m1563)', 'Coleslaw Deluxe (m216)']",0.375
user_39_dinner,dinner,Cucumber Salad (m1149),"['Cucumber Salad (m1149)', 'Panna Cotta Classic (m893)', 'Chicken Fried Rice Light (m1976)', 'Brownies Classic (m1346)']",0.45000000000000007
user_40_snacks,snacks,Shrimp Salad (m1954),"['Shrimp Salad (m1954)', 'Waffles Deluxe (m1593)', 'Cupcakes Classic (m1793)', 'Chicken Alfredo Deluxe (m41)', 'Soy Milk Spicy (m1184)']",0.625
user_41_dinner,dinner,Green Beans Light (m419),"['Green Beans Light (m419)', 'Caprese Salad Premium (m1629)', 'Hot and Sour Soup Special (m1905)', 'Onion Rings Premium (m1860)', 'Lamb Kebab Deluxe (m1839)']",0.46875
user_42_snacks,snacks,Beef Carpaccio Special (m1827),"['Beef Carpaccio Special (m1827)', 'Cobb Salad (m230)', 'Egg Salad Light (m1250)', 'Quinoa Deluxe (m1366)']",0.1
user_43_breakfast,breakfast,Fruit Smoothie Bowl Mild (m457),"['Fruit Smoothie Bowl Mild (m457)', 'Broccoli Cheddar Soup Mild (m1102)']",0.2375
user_44_snacks,snacks,Potato Skins Light (m940),"['Potato Skins Light (m940)', 'Broccoli Cheddar Soup Light (m1092)', 'Beef Tacos Mild (m1271)']",0.2625
user_45_snacks,snacks,Carrot Cake Spicy (m1887),"['Carrot Cake Spicy (m1887)', 'Chicken Alfredo Deluxe (m41)', 'Panna Cotta Special (m1549)', 'Croissant Premium (m1168)', 'Tiramisu (m1838)']",0.125
user_46_snacks,snacks,Corn on the Cob Mild (m1503),"['Corn on the Cob Mild (m1503)', 'Potato Salad Premium (m170)', 'Beef Kebab Special (m1036)']",0.075
user_47_lunch,lunch,Breakfast Tacos Mild (m1352),"['Breakfast Tacos Mild (m1352)', 'Pudding Light (m1552)', 'Fried Rice Premium (m775)', 'Red Velvet Cake Mild (m965)', 'Parfait Deluxe (m270)']",0.375
user_48_snacks,snacks,Ice Cream (m340),"['Ice Cream (m340)', 'Cheese Platter Mild (m1169)']",0.425
user_49_snacks,snacks,Lamb Chops Premium (m1876),"['Lamb Chops Premium (m1876)', 'Panna Cotta Special (m1177)']",0.2375
user_50_lunch,lunch,Hash Browns Classic (m1718),"['Hash Browns Classic (m1718)', 'Fruit Salad Mild (m952)']",0.175
user_51_dinner,dinner,Pork Fried Rice (m348),"['Pork Fried Rice (m348)', 'Bean Soup Light (m380)']",0.2375
user_52_lunch,lunch,Grilled Zucchini Special (m268),"['Grilled Zucchini Special (m268)', 'Chicken Shawarma Mild (m515)', 'Ice Cream (m340)', 'Grilled Zucchini Light (m128)']",0.2875
user_53_snacks,snacks,Nachos (m1953),"['Nachos (m1953)', 'Corn Chowder Mild (m783)', 'Macarons Special (m704)']",0.575
user_54_snacks,snacks,Cobb Salad Light (m716),"['Cobb Salad Light (m716)', 'Grilled Eggplant Spicy (m522)', 'Nachos (m160)']",0.45
user_55_dinner,dinner,Bean Soup Premium (m1936),"['Bean Soup Premium (m1936)', 'Corn Chowder Deluxe (m48)', 'Shrimp Salad Deluxe (m1089)', 'Sprite Spicy (m275)', 'Fish Tacos Light (m1614)']",0.5416666666666666
user_56_snacks,snacks,Broccoli Cheddar Soup Mild (m203),"['Broccoli Cheddar Soup Mild (m203)', 'Scrambled Eggs Light (m740)', 'Fish Tacos Spicy (m1561)', 'Edamame Spicy (m1870)']",0.1
user_57_dinner,dinner,Lentil Soup Premium (m1208),"['Lentil Soup Premium (m1208)', 'Couscous Mild (m714)']",0.125
user_58_lunch,lunch,Veggie Burger Special (m1668),"['Veggie Burger Special (m1668)', 'Custard Mild (m1604)', 'Potato Salad Spicy (m1106)', 'Donut (m605)', 'Pumpkin Soup Special (m1766)']",0.34375
user_59_dinner,dinner,Chicken Curry Deluxe (m687),"['Chicken Curry Deluxe (m687)', 'Gelato Special (m153)', 'Potato Skins Premium (m742)', 'BBQ Chicken Classic (m863)', 'Chocolate Cake Special (m8)']",0.34375
user_60_snacks,snacks,Key Lime Pie Spicy (m1386),"['Key Lime Pie Spicy (m1386)', 'Tea Classic (m57)', 'Beef Burrito Classic (m1543)', 'Chocolate Mousse Special (m461)']",0.475
user_61_snacks,snacks,Lamb Kebab Classic (m1750),"['Lamb Kebab Classic (m1750)', 'French Fries Spicy (m73)', 'Chocolate Milk Light (m1191)', 'Nicoise Salad Deluxe (m1602)']",0.2875
user_62_breakfast,breakfast,Jalapeño Poppers Mild (m1767),"['Jalapeño Poppers Mild (m1767)', 'Hot and Sour Soup Mild (m478)']",0.2375
user_63_breakfast,breakfast,Peach Tea Mild (m1686),"['Peach Tea Mild (m1686)', 'Scone Spicy (m1899)', 'Strawberry Smoothie (m133)']",0.3666666666666667
user_64_lunch,lunch,Fried Rice Special (m1239),"['Fried Rice Special (m1239)', 'Pork Schnitzel Premium (m757)', 'Cheesecake Deluxe (m134)', 'Chicken Quesadilla Mild (m1786)', 'Taco Salad (m111)']",0.25
user_65_breakfast,breakfast,Tuna Salad Special (m163),"['Tuna Salad Special (m163)', 'Grilled Eggplant Classic (m748)', 'Scone Spicy (m243)', 'Rice Pudding Deluxe (m1643)']",0.1
user_66_snacks,snacks,Veggie Pizza Spicy (m1267),"['Veggie Pizza Spicy (m1267)', 'Corn Chowder Premium (m706)', 'Macarons Special (m292)', 'Gelato (m17)']",0.475
user_67_snacks,snacks,Green Tea Special (m178),"['Green Tea Special (m178)', 'Bagel Spicy (m1705)', 'Shrimp Cocktail Mild (m1743)', 'Red Velvet Cake Mild (m965)']",0.6
user_68_dinner,dinner,Grilled Eggplant Classic (m283),"['Grilled Eggplant Classic (m283)', 'Grilled Eggplant Spicy (m900)']",0.26875
user_69_dinner,dinner,Clam Chowder Mild (m1818),"['Clam Chowder Mild (m1818)', 'Sorbet Classic (m855)', 'Pork Fried Rice Premium (m617)', 'Grilled Eggplant Premium (m903)', 'Lentil Soup Light (m77)']",0.47500000000000003
user_70_lunch,lunch,Coleslaw Special (m1523),"['Coleslaw Special (m1523)', 'Sausage Mild (m120)', 'Oatmeal Special (m210)', 'Pudding Premium (m1749)', 'Cheesecake Deluxe (m134)']",0.25
user_71_snacks,snacks,Spring Rolls Premium (m1252),"['Spring Rolls Premium (m1252)', 'Cereal Special (m616)', 'Waldorf Salad Mild (m1026)']",0.45
user_72_breakfast,breakfast,Roasted Carrots Classic (m1729),"['Roasted Carrots Classic (m1729)', 'French Fries Mild (m769)', 'Churros Spicy (m1336)']",0.075
user_73_dinner,dinner,Soy Milk Mild (m963),"['Soy Milk Mild (m963)', 'Edamame Classic (m1037)']",0.3625
user_74_snacks,snacks,Grape Juice Mild (m1199),"['Grape Juice Mild (m1199)', 'Donut (m605)', 'Steamed Vegetables Mild (m1024)']",0.075
user_75_lunch,lunch,Gelato Light (m1717),"['Gelato Light (m1717)', 'Onion Rings Classic (m1298)', 'Bean Soup Premium (m1936)', 'Cereal Special (m78)', 'Matcha Latte Classic (m1577)']",0.46875
user_76_breakfast,breakfast,Sautéed Mushrooms Special (m1707),"['Sautéed Mushrooms Special (m1707)', 'Onion Rings Classic (m1350)', 'Crepes Light (m1162)', 'Broccoli Cheddar Soup Mild (m203)', 'Sprite (m1920)']",0.5
user_77_snacks,snacks,Chocolate Cake (m1382),"['Chocolate Cake (m1382)', 'Split Pea Soup Spicy (m411)', 'Bagel Premium (m1343)', 'Mediterranean Salad (m313)', 'Beef Stroganoff Special (m1068)']",0.125
user_78_dinner,dinner,Yogurt Spicy (m1927),"['Yogurt Spicy (m1927)', 'Yams Special (m1005)', 'Beef Stew Spicy (m899)']",0.35625
user_79_snacks,snacks,French Toast Deluxe (m652),"['French Toast Deluxe (m652)', 'Pasta Salad Spicy (m1449)', 'Ratatouille Premium (m1649)', 'Arugula Salad Mild (m329)', 'Cucumber Salad (m1149)']",0.125
user_80_snacks,snacks,Quinoa Salad Mild (m1338),"['Quinoa Salad Mild (m1338)', 'Ice Cream Spicy (m1693)']",0.05
user_81_breakfast,breakfast,Pho Spicy (m1531),"['Pho Spicy (m1531)', 'Macarons Premium (m1845)', 'Pasta Salad Light (m1446)', 'Croissant Premium (m1826)', 'Yogurt Premium (m1282)']",0.5625
user_82_lunch,lunch,Corn Chowder Light (m1119),"['Corn Chowder Light (m1119)', 'Mushroom Soup Light (m1218)']",0.2375
user_83_lunch,lunch,Beef Steak Premium (m915),"['Beef Steak Premium (m915)', 'Cappuccino Light (m1708)', 'Lamb Chops Light (m1042)', 'Yogurt Premium (m99)']",0.5166666666666666
user_84_dinner,dinner,Grilled Zucchini Classic (m1055),"['Grilled Zucchini Classic (m1055)', 'Tuna Salad Classic (m781)', 'Smoothie Deluxe (m1091)']",0.22500000000000003
user_85_dinner,dinner,Coleslaw Deluxe (m216),"['Coleslaw Deluxe (m216)', 'Fruit Salad Special (m786)']",0.3
user_86_dinner,dinner,Cheesecake Deluxe (m565),"['Cheesecake Deluxe (m565)', 'Spinach Artichoke Dip Deluxe (m1940)', 'Cola Mild (m1193)', 'Chocolate Mousse Classic (m1190)']",0.225
user_87_breakfast,breakfast,Cobbler Premium (m1570),"['Cobbler Premium (m1570)', 'Beef Stroganoff Mild (m464)', 'Prosciutto Melon Spicy (m342)', 'Mediterranean Salad Classic (m1971)']",0.5375
user_88_dinner,dinner,Soy Milk Spicy (m1184),"['Soy Milk Spicy (m1184)', 'Deviled Eggs Premium (m172)', 'Chicken Fried Rice Premium (m248)', 'Apple Juice Mild (m158)', 'Chicken Tortilla Soup Deluxe (m1254)']",0.5416666666666666
user_89_breakfast,breakfast,Deviled Eggs Premium (m1112),"['Deviled Eggs Premium (m1112)', 'Prosciutto Melon Classic (m635)', 'Grilled Salmon Mild (m946)', 'Biscuits and Gravy Classic (m217)']",0.475
user_90_dinner,dinner,Mango Juice Spicy (m1967),"['Mango Juice Spicy (m1967)', 'Cucumber Salad Deluxe (m827)', 'Gelato Spicy (m867)', 'Chicken Rice Soup Special (m1165)']",0.44375
user_91_lunch,lunch,Bagel Classic (m218),"['Bagel Classic (m218)', 'Arugula Salad Special (m1735)', 'Iced Tea (m199)', 'Shrimp Salad Deluxe (m1089)', 'Chef Salad Spicy (m1008)']",0.375
user_92_breakfast,breakfast,Hot and Sour Soup Spicy (m1278),"['Hot and Sour Soup Spicy (m1278)', 'Egg Salad Spicy (m1394)']",0.21666666666666667
user_93_lunch,lunch,Caesar Salad Mild (m1015),"['Caesar Salad Mild (m1015)', 'Nicoise Salad Deluxe (m1602)']",0.21666666666666667
user_94_snacks,snacks,Hash Browns Special (m1050),"['Hash Browns Special (m1050)', 'Bean Soup Light (m380)']",0.05
user_95_lunch,lunch,Cranberry Juice Mild (m1125),"['Cranberry Juice Mild (m1125)', 'Chicken Shawarma Mild (m801)', 'Egg Salad Light (m1250)', 'Scone Light (m406)', 'Baklava Deluxe (m990)']",0.4583333333333333
user_96_breakfast,breakfast,Pork Fried Rice Classic (m707),"['Pork Fried Rice Classic (m707)', 'Bruschetta Special (m1997)', 'Crème Brûlée Classic (m488)']",0.2625
user_97_lunch,lunch,Potato Salad (m1758),"['Potato Salad (m1758)', 'Roasted Carrots Special (m854)', 'Bacon Wrapped Dates Classic (m563)']",0.3666666666666667
user_98_snacks,snacks,Chicken Fried Rice Premium (m248),"['Chicken Fried Rice Premium (m248)', 'Coleslaw Spicy (m967)']",0.425
user_99_snacks,snacks,Oat Milk Special (m1805),"['Oat Milk Special (m1805)', 'Hummus with Pita Special (m1181)', 'Steamed Vegetables Premium (m387)']",0.5125
user_100_snacks,snacks,Edamame Classic (m428),"['Edamame Classic (m428)', 'Pasta Carbonara (m847)', 'Spring Rolls Premium (m685)']",0.575
user_101_dinner,dinner,Cereal Special (m78),"['Cereal Special (m78)', 'Chicken Souvlaki Spicy (m618)', 'Tater Tots Light (m1075)']",0.3875
user_102_lunch,lunch,Espresso Spicy (m1011),"['Espresso Spicy (m1011)', 'Cupcakes Classic (m1793)']",0.175
user_103_lunch,lunch,Clam Chowder Classic (m537),"['Clam Chowder Classic (m537)', 'Butternut Squash Soup Special (m1061)']",0.26875
user_104_lunch,lunch,Spinach Salad Deluxe (m1474),"['Spinach Salad Deluxe (m1474)', 'Chocolate Mousse Classic (m1273)']",0.2375
user_105_lunch,lunch,Kale Salad Light (m735),"['Kale Salad Light (m735)', 'Garden Salad Light (m888)']",0.5083333333333333
user_106_dinner,dinner,Pancakes Deluxe (m1666),"['Pancakes Deluxe (m1666)', 'Waldorf Salad Light (m1347)']",0.175
user_107_snacks,snacks,Mashed Potatoes Classic (m1313),"['Mashed Potatoes Classic (m1313)', 'Shrimp Scampi Classic (m1880)']",0.05
user_108_breakfast,breakfast,Bagel Classic (m218),"['Bagel Classic (m218)', 'Brussels Sprouts Special (m1998)', 'Brownies Mild (m1028)']",0.2625
user_109_lunch,lunch,Hummus with Pita Deluxe (m1417),"['Hummus with Pita Deluxe (m1417)', 'Gelato (m22)']",0.3
user_110_breakfast,breakfast,Cookies Special (m1080),"['Cookies Special (m1080)', 'Mashed Potatoes Classic (m896)', 'Churros Premium (m1745)', 'Kale Salad Light (m735)']",0.5166666666666666
user_111_lunch,lunch,Cheesecake Special (m1054),"['Cheesecake Special (m1054)', 'Cinnamon Roll Spicy (m751)']",0.175
user_112_dinner,dinner,Chicken Shawarma Deluxe (m1715),"['Chicken Shawarma Deluxe (m1715)', 'Tater Tots Light (m1075)']",0.27499999999999997
user_113_snacks,snacks,Churros Spicy (m1336),"['Churros Spicy (m1336)', 'Chicken Salad Spicy (m1468)', 'Broccoli Cheddar Soup Spicy (m539)', 'Chicken Tikka Masala Mild (m1116)', 'Buffalo Wings Special (m1836)']",0.3125
user_114_dinner,dinner,Danish Premium (m1685),"['Danish Premium (m1685)', 'Spinach Artichoke Dip Deluxe (m1940)', 'Potato Salad Spicy (m1943)']",0.22500000000000003
user_115_dinner,dinner,Mousse Premium (m62),"['Mousse Premium (m62)', 'Butternut Squash Soup Light (m338)']",0.175
user_116_dinner,dinner,Breakfast Burrito Special (m680),"['Breakfast Burrito Special (m680)', 'Sprite (m1920)', 'Oysters Classic (m256)', 'Caesar Salad Light (m1539)']",0.4125
user_117_breakfast,breakfast,Couscous Classic (m1639),"['Couscous Classic (m1639)', 'Beef Stew Deluxe (m812)', 'Tuna Tartare Mild (m1128)']",0.5125
user_118_breakfast,breakfast,Cinnamon Roll Light (m1651),"['Cinnamon Roll Light (m1651)', 'Yams Deluxe (m1751)']",0.2375
user_119_dinner,dinner,Muffin (m144),"['Muffin (m144)', 'Caprese Salad Spicy (m1963)', 'Crepes Mild (m1632)']",0.075
user_120_lunch,lunch,Split Pea Soup Mild (m1992),"['Split Pea Soup Mild (m1992)', 'Cobb Salad Classic (m1475)', 'Beef Carpaccio Special (m1827)', 'Beef Stew Spicy (m899)']",0.5166666666666666
user_121_lunch,lunch,Milk Special (m1243),"['Milk Special (m1243)', 'Fruit Punch Special (m1052)', 'Panna Cotta Premium (m90)']",0.24166666666666667
user_122_dinner,dinner,Samosas Spicy (m1807),"['Samosas Spicy (m1807)', 'Shrimp Cocktail Special (m980)', 'Garden Salad Light (m888)', 'Beef Carpaccio (m917)', 'Waldorf Salad (m1808)']",0.29166666666666663
user_123_snacks,snacks,Gazpacho Mild (m1040),"['Gazpacho Mild (m1040)', 'French Fries Light (m692)']",0.05
user_124_lunch,lunch,Pork Ribs Classic (m1566),"['Pork Ribs Classic (m1566)', 'French Fries Spicy (m73)']",0.05
user_125_snacks,snacks,Panna Cotta Special (m1549),"['Panna Cotta Special (m1549)', 'Kale Salad Deluxe (m1303)']",0.2375
user_126_breakfast,breakfast,Grape Juice Spicy (m609),"['Grape Juice Spicy (m609)', 'Stuffed Mushrooms Special (m1677)', 'Gazpacho Spicy (m877)']",0.2625
user_127_breakfast,breakfast,Roasted Carrots Special (m854),"['Roasted Carrots Special (m854)', 'Chocolate Cake Special (m8)']",0.2375
user_128_dinner,dinner,Crème Brûlée Premium (m634),"['Crème Brûlée Premium (m634)', 'Cappuccino Light (m1708)', 'Pudding Premium (m873)', 'Beef Stew Light (m1741)', 'Calamari Light (m1213)']",0.45000000000000007
user_129_snacks,snacks,Hot and Sour Soup (m1823),"['Hot and Sour Soup (m1823)', 'Lamb Chops Special (m755)', 'Hash Browns Light (m736)', 'Ramen (m1752)']",0.2875
user_130_dinner,dinner,Potato Skins Spicy (m1163),"['Potato Skins Spicy (m1163)', 'Cauliflower Mash Deluxe (m101)', 'Grilled Eggplant Light (m1328)', 'Oat Milk Special (m1805)']",0.31875
user_131_breakfast,breakfast,Yams Mild (m538),"['Yams Mild (m538)', 'Chicken Rice Soup Deluxe (m1825)', 'Clam Chowder Classic (m537)', 'Prosciutto Melon Light (m1408)']",0.225
user_132_dinner,dinner,Rice Noodles Light (m1465),"['Rice Noodles Light (m1465)', 'Tater Tots Light (m1075)', 'Iced Coffee Deluxe (m407)', 'Deviled Eggs Premium (m172)', 'Chocolate Cake Special (m8)']",0.47500000000000003
user_133_dinner,dinner,Lentil Soup Deluxe (m681),"['Lentil Soup Deluxe (m681)', 'Chocolate Milk Deluxe (m1978)', 'Green Beans (m325)']",0.35625
user_134_lunch,lunch,Nicoise Salad Mild (m1578),"['Nicoise Salad Mild (m1578)', 'Carrot Cake Spicy (m1301)']",0.2375
user_135_snacks,snacks,Ratatouille Spicy (m1698),"['Ratatouille Spicy (m1698)', 'Baked Potato Special (m413)', 'Breakfast Burrito Spicy (m628)']",0.075
user_136_lunch,lunch,Lentil Soup Light (m77),"['Lentil Soup Light (m77)', 'Mac and Cheese Spicy (m1062)', 'Chicken Rice Soup (m1451)', 'Goat Cheese Crostini Classic (m1064)', 'Caprese Salad Premium (m1923)']",0.4583333333333333
user_137_breakfast,breakfast,Matcha Latte (m1744),"['Matcha Latte (m1744)', 'Fried Rice Deluxe (m1195)']",0.3416666666666667
user_138_breakfast,breakfast,Calamari (m816),"['Calamari (m816)', 'Pork Tenderloin Special (m1791)']",0.05
user_139_breakfast,breakfast,Panna Cotta Light (m524),"['Panna Cotta Light (m524)', 'Arugula Salad Special (m1735)', 'Vegetable Soup Spicy (m804)']",0.24166666666666667
user_140_snacks,snacks,Muffin (m498),"['Muffin (m498)', 'Rice Pudding Mild (m76)', 'Asparagus Premium (m1529)', 'Falafel Wrap Light (m1931)', 'Coleslaw Special (m1523)']",0.625
user_141_dinner,dinner,Croissant Classic (m483),"['Croissant Classic (m483)', 'Fruit Salad Mild (m952)', 'Gazpacho Mild (m155)', 'Edamame Classic (m1037)', 'Beef Carpaccio Special (m66)']",0.4375
user_142_lunch,lunch,Garlic Bread Special (m1645),"['Garlic Bread Special (m1645)', 'Crème Brûlée Mild (m1530)', 'Bagel Light (m106)', 'Muffin Premium (m1888)', 'Split Pea Soup Deluxe (m394)']",0.5416666666666666
user_143_breakfast,breakfast,Polenta (m768),"['Polenta (m768)', 'Beef Stew (m686)', 'Onion Rings Deluxe (m851)']",0.24166666666666667
user_144_snacks,snacks,Broccoli Cheddar Soup Light (m423),"['Broccoli Cheddar Soup Light (m423)', 'Pad Thai Light (m250)']",0.05
user_145_breakfast,breakfast,Chicken Skewers Mild (m879),"['Chicken Skewers Mild (m879)', 'Vegetable Soup Mild (m794)']",0.05
user_146_snacks,snacks,Scrambled Eggs Light (m650),"['Scrambled Eggs Light (m650)', 'Mushroom Soup Light (m1504)', 'Steak Fajitas Light (m528)', 'Danish Mild (m536)', 'Fish Tacos Classic (m286)']",0.3125
user_147_breakfast,breakfast,Fried Rice Premium (m775),"['Fried Rice Premium (m775)', 'Tuna Salad Deluxe (m403)', 'Mashed Potatoes Light (m1587)', 'Lobster Bisque Mild (m1558)']",0.1
user_148_dinner,dinner,Buffalo Wings Classic (m608),"['Buffalo Wings Classic (m608)', 'Lemonade Light (m1432)', 'Fish Tacos Classic (m631)', 'Mashed Potatoes Deluxe (m695)']",0.5375
user_149_lunch,lunch,Crème Brûlée Deluxe (m1047),"['Crème Brûlée Deluxe (m1047)', 'Bagel Spicy (m147)', 'Muffin Mild (m1955)']",0.16875
user_150_breakfast,breakfast,Corn on the Cob Spicy (m1596),"['Corn on the Cob Spicy (m1596)', 'Potato Leek Soup Light (m785)', 'Spinach Artichoke Dip Spicy (m1001)']",0.3666666666666667
user_151_snacks,snacks,Soy Milk Deluxe (m585),"['Soy Milk Deluxe (m585)', 'Cookies Spicy (m493)']",0.425
user_152_dinner,dinner,Baked Potato Mild (m673),"['Baked Potato Mild (m673)', 'Cinnamon Roll Premium (m762)', 'Broccoli Cheddar Soup Spicy (m315)']",0.15000000000000002
user_153_dinner,dinner,Muffin Spicy (m884),"['Muffin Spicy (m884)', 'Ice Cream Spicy (m244)', 'Stuffed Mushrooms Special (m544)']",0.2
