user_id,meal_occasion,lead_meal,meal_bundle,goodness_score
user_62_breakfast,breakfast,Shrimp Cocktail Deluxe (m282),"['Shrimp Cocktail Deluxe (m282)', 'Fruit Salad Spicy (m1982)', 'Apple Pie Special (m1984)', 'Brussels Sprouts Special (m1998)']",0.35
user_63_breakfast,breakfast,Potato Leek Soup Premium (m1545),"['Potato Leek Soup Premium (m1545)', 'Pasta Carbonara Special (m1996)', 'Bruschetta Special (m1997)', 'Mediterranean Salad Premium (m1991)']",0.39166666666666666
user_64_lunch,lunch,Pork Tenderloin Special (m1791),"['Pork Tenderloin Special (m1791)', 'Vegetable Soup Classic (m1988)', 'Goat Cheese Crostini Special (m1990)', 'Shrimp Cocktail Spicy (m1995)']",0.5583333333333333
user_65_breakfast,breakfast,Caprese Salad Premium (m1158),"['Caprese Salad Premium (m1158)', 'Hash Browns Light (m1983)', 'Red Velvet Cake (m1999)', 'Shrimp Cocktail Spicy (m1995)']",0.35
user_66_snacks,snacks,Clams Casino Spicy (m1493),"['Clams Casino Spicy (m1493)', 'Éclair Premium (m1985)', 'French Onion Soup Deluxe (m1993)', 'Mediterranean Salad Premium (m1991)']",0.6
user_67_snacks,snacks,Chicken Skewers Special (m933),"['Chicken Skewers Special (m933)', 'English Muffin Special (m1981)', 'Hash Browns Light (m1983)', 'Goat Cheese Crostini Special (m1990)']",0.6
user_68_dinner,dinner,Clams Casino Premium (m1930),"['Clams Casino Premium (m1930)', 'Goat Cheese Crostini Special (m1990)', 'French Onion Soup Deluxe (m1993)', 'Shrimp Cocktail Spicy (m1995)']",0.475
user_69_dinner,dinner,Parfait Light (m1132),"['Parfait Light (m1132)', 'Goat Cheese Crostini Special (m1990)', 'Brussels Sprouts Special (m1998)', 'English Muffin Special (m1981)']",0.575
user_70_lunch,lunch,Hot Tea Premium (m1655),"['Hot Tea Premium (m1655)', 'Apple Pie Special (m1984)', 'French Onion Soup Deluxe (m1993)', 'Lentil Soup Premium (m2000)']",0.39166666666666666
user_71_snacks,snacks,Cannoli Special (m1809),"['Cannoli Special (m1809)', 'Fruit Salad Spicy (m1982)', 'Biscuits and Gravy Light (m1987)', 'Vegetable Soup Classic (m1988)']",0.6
user_72_breakfast,breakfast,Breakfast Potatoes Deluxe (m890),"['Breakfast Potatoes Deluxe (m890)', 'Éclair Premium (m1985)', 'Hash Browns Light (m1983)', 'Pasta Carbonara Special (m1996)']",0.5375
user_73_dinner,dinner,Tomato Soup Classic (m1203),"['Tomato Soup Classic (m1203)', 'Vegetable Soup Classic (m1988)', 'Bruschetta Special (m1997)', 'Brussels Sprouts Special (m1998)']",0.475
user_74_snacks,snacks,Yogurt Spicy (m1927),"['Yogurt Spicy (m1927)', 'Bruschetta Special (m1997)', 'English Muffin Special (m1981)', 'Mediterranean Salad Premium (m1991)']",0.6
user_75_lunch,lunch,Chicken Tortilla Soup Deluxe (m1254),"['Chicken Tortilla Soup Deluxe (m1254)', 'Apple Pie Special (m1984)', 'Shrimp Cocktail Spicy (m1995)', 'Éclair Premium (m1985)']",0.44375
user_76_breakfast,breakfast,Lemonade (m913),"['Lemonade (m913)', 'Fruit Salad Spicy (m1982)', 'Apple Pie Special (m1984)', 'Mediterranean Salad Premium (m1991)']",0.35
user_77_snacks,snacks,Beef Kebab Special (m1036),"['Beef Kebab Special (m1036)', 'Pasta Carbonara Special (m1996)', 'Bruschetta Special (m1997)', 'Biscuits and Gravy Light (m1987)']",0.475
user_78_dinner,dinner,Fruit Smoothie Bowl Premium (m1620),"['Fruit Smoothie Bowl Premium (m1620)', 'Shrimp Cocktail Spicy (m1995)', 'Clam Chowder Classic (m1986)', 'Mediterranean Salad Premium (m1991)']",0.44375
user_79_snacks,snacks,Scrambled Eggs (m1922),"['Scrambled Eggs (m1922)', 'Roasted Vegetables Mild (m1989)', 'Éclair Premium (m1985)', 'Pasta Carbonara Special (m1996)']",0.6
user_80_snacks,snacks,Rice Noodles Mild (m1192),"['Rice Noodles Mild (m1192)', 'Lentil Soup Premium (m2000)', 'Hash Browns Light (m1983)', 'Apple Pie Special (m1984)']",0.6
user_81_breakfast,breakfast,Split Pea Soup Special (m1881),"['Split Pea Soup Special (m1881)', 'Roasted Vegetables Mild (m1989)', 'Goat Cheese Crostini Special (m1990)', 'Hash Browns Light (m1983)']",0.5375
user_82_lunch,lunch,Lentil Soup Light (m1007),"['Lentil Soup Light (m1007)', 'Wild Rice Deluxe (m1994)', 'Éclair Premium (m1985)', 'Fruit Salad Spicy (m1982)']",0.5375
user_83_lunch,lunch,Scone Premium (m1726),"['Scone Premium (m1726)', 'Red Velvet Cake (m1999)', 'Biscuits and Gravy Light (m1987)', 'Goat Cheese Crostini Special (m1990)']",0.39166666666666666
user_84_dinner,dinner,Arugula Salad Mild (m1249),"['Arugula Salad Mild (m1249)', 'Pasta Carbonara Special (m1996)', 'Hash Browns Light (m1983)', 'Lentil Soup Premium (m2000)']",0.275
user_85_dinner,dinner,Pineapple Juice (m1486),"['Pineapple Juice (m1486)', 'Éclair Premium (m1985)', 'Split Pea Soup Mild (m1992)', 'Roasted Vegetables Mild (m1989)']",0.39166666666666666
user_86_dinner,dinner,Nachos Deluxe (m1574),"['Nachos Deluxe (m1574)', 'Apple Pie Special (m1984)', 'Biscuits and Gravy Light (m1987)', 'Bruschetta Special (m1997)']",0.43333333333333335
user_87_breakfast,breakfast,Grilled Zucchini Classic (m1049),"['Grilled Zucchini Classic (m1049)', 'French Onion Soup Deluxe (m1993)', 'Lentil Soup Premium (m2000)', 'Roasted Vegetables Mild (m1989)']",0.2875
user_88_dinner,dinner,Fruit Bowl (m1004),"['Fruit Bowl (m1004)', 'Pasta Carbonara Special (m1996)', 'Fruit Salad Spicy (m1982)', 'Wild Rice Deluxe (m1994)']",0.43333333333333335
user_89_breakfast,breakfast,Tomato Soup Light (m1541),"['Tomato Soup Light (m1541)', 'Vegetable Soup Classic (m1988)', 'Split Pea Soup Mild (m1992)', 'Roasted Vegetables Mild (m1989)']",0.35
user_90_dinner,dinner,Soy Milk Spicy (m823),"['Soy Milk Spicy (m823)', 'Shrimp Cocktail Spicy (m1995)', 'Goat Cheese Crostini Special (m1990)', 'Roasted Vegetables Mild (m1989)']",0.35
user_91_lunch,lunch,Carrot Cake Light (m75),"['Carrot Cake Light (m75)', 'Goat Cheese Crostini Special (m1990)', 'Éclair Premium (m1985)', 'Wild Rice Deluxe (m1994)']",0.5375
user_92_breakfast,breakfast,Beef Carpaccio Special (m46),"['Beef Carpaccio Special (m46)', 'Roasted Vegetables Mild (m1989)', 'Split Pea Soup Mild (m1992)', 'Pasta Carbonara Special (m1996)']",0.43333333333333335
user_93_lunch,lunch,Couscous Deluxe (m303),"['Couscous Deluxe (m303)', 'Vegetable Soup Classic (m1988)', 'Mediterranean Salad Premium (m1991)', 'Clam Chowder Classic (m1986)']",0.39166666666666666
user_94_snacks,snacks,Pineapple Juice (m1486),"['Pineapple Juice (m1486)', 'Split Pea Soup Mild (m1992)', 'Wild Rice Deluxe (m1994)', 'French Onion Soup Deluxe (m1993)']",0.475
user_95_lunch,lunch,Corn on the Cob (m58),"['Corn on the Cob (m58)', 'Apple Pie Special (m1984)', 'Hash Browns Light (m1983)', 'Bruschetta Special (m1997)']",0.43333333333333335
user_96_breakfast,breakfast,Mushroom Soup Light (m603),"['Mushroom Soup Light (m603)', 'Roasted Vegetables Mild (m1989)', 'Red Velvet Cake (m1999)', 'Brussels Sprouts Special (m1998)']",0.5375
user_97_lunch,lunch,Pork Schnitzel Light (m1555),"['Pork Schnitzel Light (m1555)', 'Pasta Carbonara Special (m1996)', 'Vegetable Soup Classic (m1988)', 'Goat Cheese Crostini Special (m1990)']",0.5583333333333333
user_98_snacks,snacks,Ice Cream Classic (m1977),"['Ice Cream Classic (m1977)', 'Brussels Sprouts Special (m1998)', 'Wild Rice Deluxe (m1994)', 'Bruschetta Special (m1997)']",0.6
user_99_snacks,snacks,Chicken Skewers Special (m933),"['Chicken Skewers Special (m933)', 'Bruschetta Special (m1997)', 'English Muffin Special (m1981)', 'Vegetable Soup Classic (m1988)']",0.6
user_100_snacks,snacks,Panna Cotta Classic (m1266),"['Panna Cotta Classic (m1266)', 'Pasta Carbonara Special (m1996)', 'Vegetable Soup Classic (m1988)', 'Roasted Vegetables Mild (m1989)']",0.6
user_101_dinner,dinner,Corn on the Cob (m12),"['Corn on the Cob (m12)', 'English Muffin Special (m1981)', 'French Onion Soup Deluxe (m1993)', 'Bruschetta Special (m1997)']",0.50625
user_102_lunch,lunch,Samosas Special (m669),"['Samosas Special (m669)', 'Hash Browns Light (m1983)', 'Roasted Vegetables Mild (m1989)', 'French Onion Soup Deluxe (m1993)']",0.43333333333333335
user_103_lunch,lunch,Sushi Roll Mild (m1302),"['Sushi Roll Mild (m1302)', 'Wild Rice Deluxe (m1994)', 'Mediterranean Salad Premium (m1991)', 'Bruschetta Special (m1997)']",0.44375
user_104_lunch,lunch,Sautéed Mushrooms Mild (m654),"['Sautéed Mushrooms Mild (m654)', 'Bruschetta Special (m1997)', 'Fruit Salad Spicy (m1982)', 'French Onion Soup Deluxe (m1993)']",0.2875
user_105_lunch,lunch,Brussels Sprouts Light (m1164),"['Brussels Sprouts Light (m1164)', 'French Onion Soup Deluxe (m1993)', 'Hash Browns Light (m1983)', 'Mediterranean Salad Premium (m1991)']",0.39166666666666666
user_106_dinner,dinner,Mango Juice Spicy (m233),"['Mango Juice Spicy (m233)', 'Roasted Vegetables Mild (m1989)', 'Lentil Soup Premium (m2000)', 'Pasta Carbonara Special (m1996)']",0.5583333333333333
user_107_snacks,snacks,Bean Soup Mild (m824),"['Bean Soup Mild (m824)', 'Brussels Sprouts Special (m1998)', 'Bruschetta Special (m1997)', 'Hash Browns Light (m1983)']",0.475
user_108_breakfast,breakfast,Miso Soup Special (m1335),"['Miso Soup Special (m1335)', 'Roasted Vegetables Mild (m1989)', 'Mediterranean Salad Premium (m1991)', 'Hash Browns Light (m1983)']",0.475
user_109_lunch,lunch,Yams Deluxe (m370),"['Yams Deluxe (m370)', 'Vegetable Soup Classic (m1988)', 'English Muffin Special (m1981)', 'Éclair Premium (m1985)']",0.5166666666666666
user_110_breakfast,breakfast,Mediterranean Salad Special (m1420),"['Mediterranean Salad Special (m1420)', 'Clam Chowder Classic (m1986)', 'Hash Browns Light (m1983)', 'French Onion Soup Deluxe (m1993)']",0.39166666666666666
user_111_lunch,lunch,Garden Salad Special (m1721),"['Garden Salad Special (m1721)', 'Vegetable Soup Classic (m1988)', 'Brussels Sprouts Special (m1998)', 'Fruit Salad Spicy (m1982)']",0.5166666666666666
user_112_dinner,dinner,Scrambled Eggs Deluxe (m1237),"['Scrambled Eggs Deluxe (m1237)', 'Vegetable Soup Classic (m1988)', 'Clam Chowder Classic (m1986)', 'Fruit Salad Spicy (m1982)']",0.525
user_113_snacks,snacks,Biscuits and Gravy (m641),"['Biscuits and Gravy (m641)', 'Vegetable Soup Classic (m1988)', 'Biscuits and Gravy Light (m1987)', 'Bruschetta Special (m1997)']",0.6
user_114_dinner,dinner,Baked Potato Classic (m310),"['Baked Potato Classic (m310)', 'Lentil Soup Premium (m2000)', 'Bruschetta Special (m1997)', 'Brussels Sprouts Special (m1998)']",0.45000000000000007
user_115_dinner,dinner,Grilled Salmon Deluxe (m517),"['Grilled Salmon Deluxe (m517)', 'Hash Browns Light (m1983)', 'Shrimp Cocktail Spicy (m1995)', 'Clam Chowder Classic (m1986)']",0.50625
user_116_dinner,dinner,Churros Classic (m993),"['Churros Classic (m993)', 'English Muffin Special (m1981)', 'Fruit Salad Spicy (m1982)', 'Wild Rice Deluxe (m1994)']",0.5375
user_117_breakfast,breakfast,Oysters Deluxe (m344),"['Oysters Deluxe (m344)', 'Fruit Salad Spicy (m1982)', 'Lentil Soup Premium (m2000)', 'Roasted Vegetables Mild (m1989)']",0.5375
user_118_breakfast,breakfast,Chicken Wings Deluxe (m1146),"['Chicken Wings Deluxe (m1146)', 'Apple Pie Special (m1984)', 'Roasted Vegetables Mild (m1989)', 'Fruit Salad Spicy (m1982)']",0.5375
user_119_dinner,dinner,Cinnamon Roll Light (m1207),"['Cinnamon Roll Light (m1207)', 'Brussels Sprouts Special (m1998)', 'Éclair Premium (m1985)', 'Vegetable Soup Classic (m1988)']",0.39166666666666666
user_120_lunch,lunch,Banana Smoothie (m1514),"['Banana Smoothie (m1514)', 'Lentil Soup Premium (m2000)', 'Clam Chowder Classic (m1986)', 'English Muffin Special (m1981)']",0.39166666666666666
user_121_lunch,lunch,Pork Tenderloin Special (m1791),"['Pork Tenderloin Special (m1791)', 'Bruschetta Special (m1997)', 'Wild Rice Deluxe (m1994)', 'Roasted Vegetables Mild (m1989)']",0.43333333333333335
user_122_dinner,dinner,Vegetable Stir Fry Premium (m1198),"['Vegetable Stir Fry Premium (m1198)', 'Éclair Premium (m1985)', 'Goat Cheese Crostini Special (m1990)', 'Red Velvet Cake (m1999)']",0.5166666666666666
user_123_snacks,snacks,Oat Milk Classic (m540),"['Oat Milk Classic (m540)', 'Roasted Vegetables Mild (m1989)', 'Vegetable Soup Classic (m1988)', 'Clam Chowder Classic (m1986)']",0.6
user_124_lunch,lunch,Cobbler Premium (m1605),"['Cobbler Premium (m1605)', 'Lentil Soup Premium (m2000)', 'Goat Cheese Crostini Special (m1990)', 'Mediterranean Salad Premium (m1991)']",0.5166666666666666
user_125_snacks,snacks,Gelato Special (m389),"['Gelato Special (m389)', 'Lentil Soup Premium (m2000)', 'Biscuits and Gravy Light (m1987)', 'Bruschetta Special (m1997)']",0.6
user_126_breakfast,breakfast,Falafel Wrap Light (m1931),"['Falafel Wrap Light (m1931)', 'English Muffin Special (m1981)', 'French Onion Soup Deluxe (m1993)', 'Red Velvet Cake (m1999)']",0.5375
user_127_breakfast,breakfast,Crab Cakes (m523),"['Crab Cakes (m523)', 'Éclair Premium (m1985)', 'Roasted Vegetables Mild (m1989)', 'Wild Rice Deluxe (m1994)']",0.5375
user_128_dinner,dinner,Espresso Premium (m114),"['Espresso Premium (m114)', 'Goat Cheese Crostini Special (m1990)', 'Clam Chowder Classic (m1986)', 'Hash Browns Light (m1983)']",0.5
user_129_snacks,snacks,Granola Spicy (m852),"['Granola Spicy (m852)', 'Lentil Soup Premium (m2000)', 'Brussels Sprouts Special (m1998)', 'Red Velvet Cake (m1999)']",0.475
user_130_dinner,dinner,Mousse Premium (m62),"['Mousse Premium (m62)', 'Fruit Salad Spicy (m1982)', 'Wild Rice Deluxe (m1994)', 'Red Velvet Cake (m1999)']",0.5375
