user_id,meal_occasion,lead_meal,meal_bundle,goodness_score
user_23_snacks,snacks,Red Velvet Cake Spicy (m1320),"['Red Velvet Cake Spicy (m1320)', 'Wild Rice Deluxe (m1994)', 'English Muffin Special (m1981)', 'Éclair Premium (m1985)']",0.6
user_24_dinner,dinner,Muffin (m498),"['Muffin (m498)', 'Bruschetta Special (m1997)', 'Éclair Premium (m1985)', 'Clam Chowder Classic (m1986)']",0.225
user_25_snacks,snacks,Cheese Platter Mild (m1169),"['Cheese Platter Mild (m1169)', 'Red Velvet Cake (m1999)', 'Mediterranean Salad Premium (m1991)', 'Shrimp Cocktail Spicy (m1995)']",0.1
user_26_snacks,snacks,Chocolate Mousse Special (m1714),"['Chocolate Mousse Special (m1714)', 'Roasted Vegetables Mild (m1989)', 'Brussels Sprouts Special (m1998)', 'Mediterranean Salad Premium (m1991)']",0.2875
user_27_snacks,snacks,Falafel Wrap Spicy (m219),"['Falafel Wrap Spicy (m219)', 'Mediterranean Salad Premium (m1991)', 'Bruschetta Special (m1997)', 'French Onion Soup Deluxe (m1993)']",0.1
user_28_dinner,dinner,Ramen Special (m594),"['Ramen Special (m594)', 'English Muffin Special (m1981)', 'Goat Cheese Crostini Special (m1990)', 'Brussels Sprouts Special (m1998)']",0.4125
user_29_lunch,lunch,Raspberry Lemonade (m445),"['Raspberry Lemonade (m445)', 'Biscuits and Gravy Light (m1987)', 'Red Velvet Cake (m1999)', 'Apple Pie Special (m1984)']",0.2875
user_30_dinner,dinner,Coleslaw Spicy (m967),"['Coleslaw Spicy (m967)', 'Apple Pie Special (m1984)', 'Wild Rice Deluxe (m1994)', 'Goat Cheese Crostini Special (m1990)']",0.31875
user_31_snacks,snacks,Bagel Mild (m375),"['Bagel Mild (m375)', 'Brussels Sprouts Special (m1998)', 'Clam Chowder Classic (m1986)', 'Red Velvet Cake (m1999)']",0.1
user_32_snacks,snacks,Chicken Quesadilla Premium (m951),"['Chicken Quesadilla Premium (m951)', 'Éclair Premium (m1985)', 'Roasted Vegetables Mild (m1989)', 'Pasta Carbonara Special (m1996)']",0.6
user_33_breakfast,breakfast,Chicken Parmesan Spicy (m1108),"['Chicken Parmesan Spicy (m1108)', 'Pasta Carbonara Special (m1996)', 'Wild Rice Deluxe (m1994)', 'Vegetable Soup Classic (m1988)']",0.35
user_34_breakfast,breakfast,Americano Mild (m318),"['Americano Mild (m318)', 'Fruit Salad Spicy (m1982)', 'Éclair Premium (m1985)', 'Vegetable Soup Classic (m1988)']",0.2875
user_35_breakfast,breakfast,Custard Mild (m1604),"['Custard Mild (m1604)', 'Lentil Soup Premium (m2000)', 'Bruschetta Special (m1997)', 'Vegetable Soup Classic (m1988)']",0.225
user_36_breakfast,breakfast,Pepsi Special (m776),"['Pepsi Special (m776)', 'Hash Browns Light (m1983)', 'Fruit Salad Spicy (m1982)', 'Bruschetta Special (m1997)']",0.475
user_37_breakfast,breakfast,Sushi Roll Premium (m1035),"['Sushi Roll Premium (m1035)', 'Pasta Carbonara Special (m1996)', 'Split Pea Soup Mild (m1992)', 'Bruschetta Special (m1997)']",0.35
user_38_breakfast,breakfast,Kale Salad Deluxe (m1303),"['Kale Salad Deluxe (m1303)', 'Pasta Carbonara Special (m1996)', 'French Onion Soup Deluxe (m1993)', 'Roasted Vegetables Mild (m1989)']",0.2875
user_39_dinner,dinner,Greek Salad Special (m1000),"['Greek Salad Special (m1000)', 'Brussels Sprouts Special (m1998)', 'French Onion Soup Deluxe (m1993)', 'Goat Cheese Crostini Special (m1990)']",0.25
user_40_snacks,snacks,Scone (m622),"['Scone (m622)', 'Éclair Premium (m1985)', 'Mediterranean Salad Premium (m1991)', 'Apple Pie Special (m1984)']",0.35
user_41_dinner,dinner,Potato Salad Mild (m1958),"['Potato Salad Mild (m1958)', 'Fruit Salad Spicy (m1982)', 'French Onion Soup Deluxe (m1993)', 'Goat Cheese Crostini Special (m1990)']",0.19375
user_42_snacks,snacks,Bacon Premium (m240),"['Bacon Premium (m240)', 'Wild Rice Deluxe (m1994)', 'Red Velvet Cake (m1999)', 'Fruit Salad Spicy (m1982)']",0.475
user_43_breakfast,breakfast,Chicken Quesadilla Mild (m720),"['Chicken Quesadilla Mild (m720)', 'Split Pea Soup Mild (m1992)', 'French Onion Soup Deluxe (m1993)', 'Shrimp Cocktail Spicy (m1995)']",0.1
user_44_snacks,snacks,Potato Salad Mild (m1958),"['Potato Salad Mild (m1958)', 'Red Velvet Cake (m1999)', 'Goat Cheese Crostini Special (m1990)', 'Pasta Carbonara Special (m1996)']",0.2875
user_45_snacks,snacks,Coleslaw Spicy (m336),"['Coleslaw Spicy (m336)', 'Éclair Premium (m1985)', 'Shrimp Cocktail Spicy (m1995)', 'Vegetable Soup Classic (m1988)']",0.475
user_46_snacks,snacks,Butternut Squash Soup (m530),"['Butternut Squash Soup (m530)', 'Goat Cheese Crostini Special (m1990)', 'English Muffin Special (m1981)', 'Vegetable Soup Classic (m1988)']",0.475
user_47_lunch,lunch,Lobster Bisque Mild (m1558),"['Lobster Bisque Mild (m1558)', 'Bruschetta Special (m1997)', 'Lentil Soup Premium (m2000)', 'Roasted Vegetables Mild (m1989)']",0.35
user_48_snacks,snacks,Hummus with Pita Light (m1219),"['Hummus with Pita Light (m1219)', 'Éclair Premium (m1985)', 'Apple Pie Special (m1984)', 'Split Pea Soup Mild (m1992)']",0.475
user_49_snacks,snacks,Lemon Tart Classic (m195),"['Lemon Tart Classic (m195)', 'Fruit Salad Spicy (m1982)', 'Pasta Carbonara Special (m1996)', 'Shrimp Cocktail Spicy (m1995)']",0.2875
user_50_lunch,lunch,Cranberry Juice Mild (m1125),"['Cranberry Juice Mild (m1125)', 'Biscuits and Gravy Light (m1987)', 'Brussels Sprouts Special (m1998)', 'Red Velvet Cake (m1999)']",0.225
user_51_dinner,dinner,Coleslaw Deluxe (m216),"['Coleslaw Deluxe (m216)', 'Fruit Salad Spicy (m1982)', 'Apple Pie Special (m1984)', 'Split Pea Soup Mild (m1992)']",0.4125
user_52_lunch,lunch,Grilled Chicken Special (m1556),"['Grilled Chicken Special (m1556)', 'Bruschetta Special (m1997)', 'Red Velvet Cake (m1999)', 'Brussels Sprouts Special (m1998)']",0.2875
user_53_snacks,snacks,Ramen Light (m1863),"['Ramen Light (m1863)', 'Shrimp Cocktail Spicy (m1995)', 'Hash Browns Light (m1983)', 'English Muffin Special (m1981)']",0.1
user_54_snacks,snacks,Pork Ribs Mild (m1134),"['Pork Ribs Mild (m1134)', 'English Muffin Special (m1981)', 'Apple Pie Special (m1984)', 'Mediterranean Salad Premium (m1991)']",0.1
user_55_dinner,dinner,Tuna Salad Spicy (m1774),"['Tuna Salad Spicy (m1774)', 'Fruit Salad Spicy (m1982)', 'Split Pea Soup Mild (m1992)', 'Bruschetta Special (m1997)']",0.1
user_56_snacks,snacks,Stuffing Premium (m70),"['Stuffing Premium (m70)', 'Clam Chowder Classic (m1986)', 'Shrimp Cocktail Spicy (m1995)', 'English Muffin Special (m1981)']",0.1
user_57_dinner,dinner,Mediterranean Salad (m313),"['Mediterranean Salad (m313)', 'Red Velvet Cake (m1999)', 'Brussels Sprouts Special (m1998)', 'Mediterranean Salad Premium (m1991)']",0.35
user_58_lunch,lunch,Mediterranean Salad Light (m167),"['Mediterranean Salad Light (m167)', 'Shrimp Cocktail Spicy (m1995)', 'Lentil Soup Premium (m2000)', 'Biscuits and Gravy Light (m1987)']",0.19375
user_59_dinner,dinner,Toast Deluxe (m1630),"['Toast Deluxe (m1630)', 'Biscuits and Gravy Light (m1987)', 'Mediterranean Salad Premium (m1991)', 'Bruschetta Special (m1997)']",0.19375
user_60_snacks,snacks,Panna Cotta Special (m1549),"['Panna Cotta Special (m1549)', 'Red Velvet Cake (m1999)', 'Hash Browns Light (m1983)', 'Bruschetta Special (m1997)']",0.2875
user_61_snacks,snacks,Chocolate Mousse Light (m1268),"['Chocolate Mousse Light (m1268)', 'Fruit Salad Spicy (m1982)', 'French Onion Soup Deluxe (m1993)', 'Pasta Carbonara Special (m1996)']",0.2875
user_62_breakfast,breakfast,Chocolate Mousse (m481),"['Chocolate Mousse (m481)', 'Wild Rice Deluxe (m1994)', 'Bruschetta Special (m1997)', 'Pasta Carbonara Special (m1996)']",0.35
user_63_breakfast,breakfast,Waldorf Salad Light (m1347),"['Waldorf Salad Light (m1347)', 'Red Velvet Cake (m1999)', 'Pasta Carbonara Special (m1996)', 'Lentil Soup Premium (m2000)']",0.225
user_64_lunch,lunch,Vegetable Curry Mild (m578),"['Vegetable Curry Mild (m578)', 'Shrimp Cocktail Spicy (m1995)', 'Pasta Carbonara Special (m1996)', 'Bruschetta Special (m1997)']",0.225
user_65_breakfast,breakfast,Burger Premium (m958),"['Burger Premium (m958)', 'Apple Pie Special (m1984)', 'Biscuits and Gravy Light (m1987)', 'Vegetable Soup Classic (m1988)']",0.2875
user_66_snacks,snacks,Pho (m1595),"['Pho (m1595)', 'Apple Pie Special (m1984)', 'Roasted Vegetables Mild (m1989)', 'Wild Rice Deluxe (m1994)']",0.2875
user_67_snacks,snacks,Pasta Salad Spicy (m1449),"['Pasta Salad Spicy (m1449)', 'Fruit Salad Spicy (m1982)', 'English Muffin Special (m1981)', 'Pasta Carbonara Special (m1996)']",0.1
user_68_dinner,dinner,Key Lime Pie Deluxe (m1916),"['Key Lime Pie Deluxe (m1916)', 'Wild Rice Deluxe (m1994)', 'Roasted Vegetables Mild (m1989)', 'Mediterranean Salad Premium (m1991)']",0.50625
user_69_dinner,dinner,Vegetable Curry Deluxe (m357),"['Vegetable Curry Deluxe (m357)', 'Red Velvet Cake (m1999)', 'Brussels Sprouts Special (m1998)', 'English Muffin Special (m1981)']",0.42500000000000004
user_70_lunch,lunch,Rice Pudding Mild (m76),"['Rice Pudding Mild (m76)', 'Split Pea Soup Mild (m1992)', 'Biscuits and Gravy Light (m1987)', 'Brussels Sprouts Special (m1998)']",0.1
user_71_snacks,snacks,Pumpkin Soup Premium (m72),"['Pumpkin Soup Premium (m72)', 'Wild Rice Deluxe (m1994)', 'Red Velvet Cake (m1999)', 'Fruit Salad Spicy (m1982)']",0.1
user_72_breakfast,breakfast,Chicken Tortilla Soup Classic (m494),"['Chicken Tortilla Soup Classic (m494)', 'English Muffin Special (m1981)', 'Biscuits and Gravy Light (m1987)', 'Split Pea Soup Mild (m1992)']",0.35
user_73_dinner,dinner,Grape Juice Mild (m1199),"['Grape Juice Mild (m1199)', 'Lentil Soup Premium (m2000)', 'Éclair Premium (m1985)', 'Wild Rice Deluxe (m1994)']",0.475
user_74_snacks,snacks,Crème Brûlée Mild (m1530),"['Crème Brûlée Mild (m1530)', 'Mediterranean Salad Premium (m1991)', 'Apple Pie Special (m1984)', 'Vegetable Soup Classic (m1988)']",0.475
user_75_lunch,lunch,Vegetable Soup Deluxe (m1634),"['Vegetable Soup Deluxe (m1634)', 'Shrimp Cocktail Spicy (m1995)', 'Goat Cheese Crostini Special (m1990)', 'Roasted Vegetables Mild (m1989)']",0.38125
user_76_breakfast,breakfast,Spinach Artichoke Dip Mild (m1772),"['Spinach Artichoke Dip Mild (m1772)', 'Vegetable Soup Classic (m1988)', 'Brussels Sprouts Special (m1998)', 'French Onion Soup Deluxe (m1993)']",0.2875
user_77_snacks,snacks,Cobbler Classic (m936),"['Cobbler Classic (m936)', 'Split Pea Soup Mild (m1992)', 'Mediterranean Salad Premium (m1991)', 'Goat Cheese Crostini Special (m1990)']",0.475
user_78_dinner,dinner,Éclair Classic (m698),"['Éclair Classic (m698)', 'Brussels Sprouts Special (m1998)', 'Apple Pie Special (m1984)', 'Lentil Soup Premium (m2000)']",0.31875
user_79_snacks,snacks,Split Pea Soup Deluxe (m973),"['Split Pea Soup Deluxe (m973)', 'Fruit Salad Spicy (m1982)', 'Vegetable Soup Classic (m1988)', 'Mediterranean Salad Premium (m1991)']",0.6
user_80_snacks,snacks,Cobbler Classic (m107),"['Cobbler Classic (m107)', 'Apple Pie Special (m1984)', 'Wild Rice Deluxe (m1994)', 'Biscuits and Gravy Light (m1987)']",0.475
user_81_breakfast,breakfast,Potato Leek Soup Special (m639),"['Potato Leek Soup Special (m639)', 'Éclair Premium (m1985)', 'Split Pea Soup Mild (m1992)', 'Biscuits and Gravy Light (m1987)']",0.2875
user_82_lunch,lunch,Miso Soup Spicy (m110),"['Miso Soup Spicy (m110)', 'Fruit Salad Spicy (m1982)', 'Clam Chowder Classic (m1986)', 'Biscuits and Gravy Light (m1987)']",0.1
user_83_lunch,lunch,Mushroom Soup Classic (m74),"['Mushroom Soup Classic (m74)', 'Wild Rice Deluxe (m1994)', 'Pasta Carbonara Special (m1996)', 'Éclair Premium (m1985)']",0.43333333333333335
user_84_dinner,dinner,Coleslaw (m1044),"['Coleslaw (m1044)', 'Apple Pie Special (m1984)', 'French Onion Soup Deluxe (m1993)', 'Éclair Premium (m1985)']",0.275
user_85_dinner,dinner,Mashed Potatoes Classic (m1313),"['Mashed Potatoes Classic (m1313)', 'Wild Rice Deluxe (m1994)', 'Shrimp Cocktail Spicy (m1995)', 'Biscuits and Gravy Light (m1987)']",0.43333333333333335
user_86_dinner,dinner,Rice Noodles Mild (m834),"['Rice Noodles Mild (m834)', 'Clam Chowder Classic (m1986)', 'Fruit Salad Spicy (m1982)', 'Lentil Soup Premium (m2000)']",0.225
user_87_breakfast,breakfast,Tuna Salad Special (m1308),"['Tuna Salad Special (m1308)', 'Goat Cheese Crostini Special (m1990)', 'Red Velvet Cake (m1999)', 'Fruit Salad Spicy (m1982)']",0.1
user_88_dinner,dinner,Fruit Smoothie Bowl Light (m838),"['Fruit Smoothie Bowl Light (m838)', 'French Onion Soup Deluxe (m1993)', 'Pasta Carbonara Special (m1996)', 'Éclair Premium (m1985)']",0.35
user_89_breakfast,breakfast,Roasted Carrots Special (m854),"['Roasted Carrots Special (m854)', 'Pasta Carbonara Special (m1996)', 'Clam Chowder Classic (m1986)', 'Apple Pie Special (m1984)']",0.2875
user_90_dinner,dinner,Macarons Premium (m1845),"['Macarons Premium (m1845)', 'Goat Cheese Crostini Special (m1990)', 'Roasted Vegetables Mild (m1989)', 'Apple Pie Special (m1984)']",0.35
user_91_lunch,lunch,Key Lime Pie Deluxe (m1916),"['Key Lime Pie Deluxe (m1916)', 'Pasta Carbonara Special (m1996)', 'English Muffin Special (m1981)', 'Wild Rice Deluxe (m1994)']",0.35
user_92_breakfast,breakfast,Scrambled Eggs Light (m650),"['Scrambled Eggs Light (m650)', 'Lentil Soup Premium (m2000)', 'Éclair Premium (m1985)', 'English Muffin Special (m1981)']",0.26666666666666666
user_93_lunch,lunch,Pasta Salad Mild (m1185),"['Pasta Salad Mild (m1185)', 'Goat Cheese Crostini Special (m1990)', 'Clam Chowder Classic (m1986)', 'Mediterranean Salad Premium (m1991)']",0.26666666666666666
user_94_snacks,snacks,Kale Salad (m358),"['Kale Salad (m358)', 'Pasta Carbonara Special (m1996)', 'Mediterranean Salad Premium (m1991)', 'Bruschetta Special (m1997)']",0.475
user_95_lunch,lunch,Cookies Deluxe (m1759),"['Cookies Deluxe (m1759)', 'Brussels Sprouts Special (m1998)', 'Mediterranean Salad Premium (m1991)', 'Roasted Vegetables Mild (m1989)']",0.43333333333333335
user_96_breakfast,breakfast,Roasted Vegetables Light (m229),"['Roasted Vegetables Light (m229)', 'Goat Cheese Crostini Special (m1990)', 'Pasta Carbonara Special (m1996)', 'Mediterranean Salad Premium (m1991)']",0.2875
user_97_lunch,lunch,Lasagna Special (m1859),"['Lasagna Special (m1859)', 'Pasta Carbonara Special (m1996)', 'Brussels Sprouts Special (m1998)', 'Biscuits and Gravy Light (m1987)']",0.26666666666666666
user_98_snacks,snacks,Panna Cotta Premium (m492),"['Panna Cotta Premium (m492)', 'Split Pea Soup Mild (m1992)', 'Mediterranean Salad Premium (m1991)', 'Wild Rice Deluxe (m1994)']",0.1
user_99_snacks,snacks,Pancakes Light (m1885),"['Pancakes Light (m1885)', 'Clam Chowder Classic (m1986)', 'Shrimp Cocktail Spicy (m1995)', 'Wild Rice Deluxe (m1994)']",0.2875
user_100_snacks,snacks,Stuffed Mushrooms Classic (m154),"['Stuffed Mushrooms Classic (m154)', 'Roasted Vegetables Mild (m1989)', 'Goat Cheese Crostini Special (m1990)', 'Clam Chowder Classic (m1986)']",0.6
user_101_dinner,dinner,Crab Cakes Premium (m1324),"['Crab Cakes Premium (m1324)', 'Shrimp Cocktail Spicy (m1995)', 'Éclair Premium (m1985)', 'French Onion Soup Deluxe (m1993)']",0.19375
user_102_lunch,lunch,Clam Chowder Classic (m537),"['Clam Chowder Classic (m537)', 'Biscuits and Gravy Light (m1987)', 'Lentil Soup Premium (m2000)', 'Mediterranean Salad Premium (m1991)']",0.225
user_103_lunch,lunch,Soy Milk Mild (m963),"['Soy Milk Mild (m963)', 'Wild Rice Deluxe (m1994)', 'Vegetable Soup Classic (m1988)', 'Clam Chowder Classic (m1986)']",0.5375
user_104_lunch,lunch,Steak Fajitas Light (m528),"['Steak Fajitas Light (m528)', 'Hash Browns Light (m1983)', 'Goat Cheese Crostini Special (m1990)', 'Bruschetta Special (m1997)']",0.2875
user_105_lunch,lunch,Mediterranean Salad Premium (m1175),"['Mediterranean Salad Premium (m1175)', 'Éclair Premium (m1985)', 'Vegetable Soup Classic (m1988)', 'Split Pea Soup Mild (m1992)']",0.39166666666666666
user_106_dinner,dinner,Salmon Teriyaki Special (m60),"['Salmon Teriyaki Special (m60)', 'Fruit Salad Spicy (m1982)', 'Hash Browns Light (m1983)', 'Clam Chowder Classic (m1986)']",0.35
user_107_snacks,snacks,Quinoa Salad Spicy (m943),"['Quinoa Salad Spicy (m943)', 'Hash Browns Light (m1983)', 'Wild Rice Deluxe (m1994)', 'Shrimp Cocktail Spicy (m1995)']",0.475
user_108_breakfast,breakfast,Potato Salad Mild (m1958),"['Potato Salad Mild (m1958)', 'French Onion Soup Deluxe (m1993)', 'Shrimp Cocktail Spicy (m1995)', 'Hash Browns Light (m1983)']",0.2875
user_109_lunch,lunch,Carrot Ginger Soup Spicy (m1934),"['Carrot Ginger Soup Spicy (m1934)', 'Vegetable Soup Classic (m1988)', 'English Muffin Special (m1981)', 'Mediterranean Salad Premium (m1991)']",0.39166666666666666
user_110_breakfast,breakfast,Kale Salad (m85),"['Kale Salad (m85)', 'English Muffin Special (m1981)', 'Goat Cheese Crostini Special (m1990)', 'Shrimp Cocktail Spicy (m1995)']",0.35
user_111_lunch,lunch,Calamari Classic (m846),"['Calamari Classic (m846)', 'Bruschetta Special (m1997)', 'Shrimp Cocktail Spicy (m1995)', 'Mediterranean Salad Premium (m1991)']",0.26666666666666666
user_112_dinner,dinner,Greek Salad Mild (m1497),"['Greek Salad Mild (m1497)', 'Split Pea Soup Mild (m1992)', 'French Onion Soup Deluxe (m1993)', 'Clam Chowder Classic (m1986)']",0.17500000000000002
user_113_snacks,snacks,Pizza Margherita Deluxe (m1157),"['Pizza Margherita Deluxe (m1157)', 'Vegetable Soup Classic (m1988)', 'Lentil Soup Premium (m2000)', 'Brussels Sprouts Special (m1998)']",0.1
user_114_dinner,dinner,Beef Burrito Special (m853),"['Beef Burrito Special (m853)', 'Pasta Carbonara Special (m1996)', 'Vegetable Soup Classic (m1988)', 'Split Pea Soup Mild (m1992)']",0.42500000000000004
user_115_dinner,dinner,Lemonade Premium (m115),"['Lemonade Premium (m115)', 'Brussels Sprouts Special (m1998)', 'Split Pea Soup Mild (m1992)', 'Red Velvet Cake (m1999)']",0.38125
user_116_dinner,dinner,Mocha Classic (m285),"['Mocha Classic (m285)', 'Brussels Sprouts Special (m1998)', 'Wild Rice Deluxe (m1994)', 'Roasted Vegetables Mild (m1989)']",0.475
user_117_breakfast,breakfast,Chicken Curry Classic (m1093),"['Chicken Curry Classic (m1093)', 'Shrimp Cocktail Spicy (m1995)', 'Bruschetta Special (m1997)', 'Mediterranean Salad Premium (m1991)']",0.2875
user_118_breakfast,breakfast,Custard Spicy (m1617),"['Custard Spicy (m1617)', 'Biscuits and Gravy Light (m1987)', 'Vegetable Soup Classic (m1988)', 'French Onion Soup Deluxe (m1993)']",0.1
user_119_dinner,dinner,French Fries (m223),"['French Fries (m223)', 'Pasta Carbonara Special (m1996)', 'French Onion Soup Deluxe (m1993)', 'Lentil Soup Premium (m2000)']",0.39166666666666666
user_120_lunch,lunch,Danish Light (m1485),"['Danish Light (m1485)', 'Vegetable Soup Classic (m1988)', 'English Muffin Special (m1981)', 'Wild Rice Deluxe (m1994)']",0.225
user_121_lunch,lunch,Croissant Special (m1814),"['Croissant Special (m1814)', 'Vegetable Soup Classic (m1988)', 'Éclair Premium (m1985)', 'Red Velvet Cake (m1999)']",0.225
user_122_dinner,dinner,Cinnamon Roll Light (m799),"['Cinnamon Roll Light (m799)', 'English Muffin Special (m1981)', 'Lentil Soup Premium (m2000)', 'Shrimp Cocktail Spicy (m1995)']",0.35
user_123_snacks,snacks,Fruit Tart Premium (m1551),"['Fruit Tart Premium (m1551)', 'French Onion Soup Deluxe (m1993)', 'Bruschetta Special (m1997)', 'Brussels Sprouts Special (m1998)']",0.2875
user_124_lunch,lunch,Pineapple Juice Spicy (m301),"['Pineapple Juice Spicy (m301)', 'Apple Pie Special (m1984)', 'Fruit Salad Spicy (m1982)', 'Brussels Sprouts Special (m1998)']",0.35
user_125_snacks,snacks,Samosas Premium (m935),"['Samosas Premium (m935)', 'Wild Rice Deluxe (m1994)', 'Clam Chowder Classic (m1986)', 'Split Pea Soup Mild (m1992)']",0.1
user_126_breakfast,breakfast,Sorbet Premium (m368),"['Sorbet Premium (m368)', 'English Muffin Special (m1981)', 'Split Pea Soup Mild (m1992)', 'Mediterranean Salad Premium (m1991)']",0.2875
user_127_breakfast,breakfast,Jalapeño Poppers Deluxe (m1830),"['Jalapeño Poppers Deluxe (m1830)', 'Apple Pie Special (m1984)', 'Clam Chowder Classic (m1986)', 'Mediterranean Salad Premium (m1991)']",0.1
user_128_dinner,dinner,Chicken Salad Classic (m1656),"['Chicken Salad Classic (m1656)', 'Mediterranean Salad Premium (m1991)', 'Éclair Premium (m1985)', 'Clam Chowder Classic (m1986)']",0.25
user_129_snacks,snacks,Broccoli Cheddar Soup Special (m975),"['Broccoli Cheddar Soup Special (m975)', 'French Onion Soup Deluxe (m1993)', 'Hash Browns Light (m1983)', 'Vegetable Soup Classic (m1988)']",0.2875
user_130_dinner,dinner,Potato Leek Soup Light (m24),"['Potato Leek Soup Light (m24)', 'Split Pea Soup Mild (m1992)', 'Wild Rice Deluxe (m1994)', 'Vegetable Soup Classic (m1988)']",0.44375
user_131_breakfast,breakfast,French Fries Mild (m761),"['French Fries Mild (m761)', 'Split Pea Soup Mild (m1992)', 'Hash Browns Light (m1983)', 'Shrimp Cocktail Spicy (m1995)']",0.39166666666666666
