user_id,meal_occasion,K_meals,team,team_size,req_categories,covered_categories,coverage_pct,goodness_ultra
user_37_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_38_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_39_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Beef Burrito Deluxe (m21)', 'Stuffed Mushrooms Classic (m154)']",3,5,5,100.0,0.55
user_40_snacks,snacks,3,"['Banana Split Mild (m5)', 'Gelato (m22)', 'Donut Special (m31)']",3,2,2,100.0,0.575
user_41_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Pork Schnitzel Mild (m32)', 'Strawberry Smoothie Premium (m157)']",3,4,4,100.0,0.575
user_42_snacks,snacks,3,"['Peach Tea Deluxe (m4)', 'Banana Split Mild (m5)', 'Raspberry Lemonade Mild (m10)']",3,1,1,100.0,0.575
user_43_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_44_snacks,snacks,3,"['Tomato Juice (m51)', 'Chicken Skewers Spicy (m100)', 'Oat Milk Light (m109)']",3,2,2,100.0,0.575
user_45_snacks,snacks,3,"['Peach Tea Deluxe (m4)', 'Banana Split Mild (m5)', 'Raspberry Lemonade Mild (m10)']",3,1,1,100.0,0.575
user_46_snacks,snacks,3,"['Banana Split Mild (m5)', 'Chocolate Cake Special (m8)', 'Gelato (m17)']",3,1,1,100.0,0.575
user_47_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_48_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_49_snacks,snacks,3,"['Banana Split Mild (m5)', 'Gelato (m22)', 'Donut Special (m31)']",3,2,2,100.0,0.575
user_50_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_51_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Green Beans (m29)', 'Donut Special (m31)']",3,4,4,100.0,0.575
user_52_lunch,lunch,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_53_snacks,snacks,3,"['Banana Split Mild (m5)', 'Chocolate Cake Special (m8)', 'Gelato (m17)']",3,1,1,100.0,0.575
user_54_snacks,snacks,3,"['Tomato Juice (m51)', 'Chicken Skewers Spicy (m100)', 'Oat Milk Light (m109)']",3,2,2,100.0,0.575
user_55_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_56_snacks,snacks,3,"['Banana Split Mild (m5)', 'Chocolate Cake Special (m8)', 'Gelato (m17)']",3,1,1,100.0,0.575
user_57_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Gelato Special (m389)', 'Hot Tea Spicy (m277)']",3,5,5,100.0,0.55
user_58_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_59_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_60_snacks,snacks,3,"['Tomato Juice (m51)', 'Chicken Skewers Spicy (m100)', 'Oat Milk Light (m109)']",3,2,2,100.0,0.575
user_61_snacks,snacks,3,"['Banana Split Mild (m5)', 'Gelato (m22)', 'Donut Special (m31)']",3,2,2,100.0,0.575
user_62_breakfast,breakfast,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_63_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_64_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_65_breakfast,breakfast,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_66_snacks,snacks,3,"['Tomato Juice (m51)', 'Chicken Skewers Spicy (m100)', 'Oat Milk Light (m109)']",3,2,2,100.0,0.575
user_67_snacks,snacks,3,"['Peach Tea Deluxe (m4)', 'Banana Split Mild (m5)', 'Raspberry Lemonade Mild (m10)']",3,1,1,100.0,0.575
user_68_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Pork Schnitzel Mild (m32)', 'Strawberry Smoothie Premium (m157)']",3,4,4,100.0,0.575
user_69_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Beef Burrito Deluxe (m21)', 'Stuffed Mushrooms Classic (m154)']",3,5,5,100.0,0.55
user_70_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_71_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_72_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_73_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_74_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_75_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_76_breakfast,breakfast,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_77_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_78_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_79_snacks,snacks,3,"['Banana Split Mild (m5)', 'Chocolate Cake Special (m8)', 'Gelato (m17)']",3,1,1,100.0,0.575
user_80_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_81_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_82_lunch,lunch,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_83_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_84_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Beef Burrito Deluxe (m21)', 'Stuffed Mushrooms Classic (m154)']",3,5,5,100.0,0.55
user_85_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_86_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_87_breakfast,breakfast,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_88_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_89_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_90_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_91_lunch,lunch,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_92_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_93_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_94_snacks,snacks,3,"['Peach Tea Deluxe (m4)', 'Banana Split Mild (m5)', 'Raspberry Lemonade Mild (m10)']",3,1,1,100.0,0.575
user_95_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_96_breakfast,breakfast,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_97_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_98_snacks,snacks,3,"['Peach Tea Deluxe (m4)', 'Banana Split Mild (m5)', 'Raspberry Lemonade Mild (m10)']",3,1,1,100.0,0.575
user_99_snacks,snacks,3,"['Tomato Juice (m51)', 'Chicken Skewers Spicy (m100)', 'Oat Milk Light (m109)']",3,2,2,100.0,0.575
user_100_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_101_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_102_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_103_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_104_lunch,lunch,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_105_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_106_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_107_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_108_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_109_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_110_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_111_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_112_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Gelato Special (m389)', 'Hot Tea Spicy (m277)']",3,5,5,100.0,0.55
user_113_snacks,snacks,3,"['Tomato Juice (m51)', 'Chicken Skewers Spicy (m100)', 'Oat Milk Light (m109)']",3,2,2,100.0,0.575
user_114_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Gelato Special (m389)', 'Hot Tea Spicy (m277)']",3,5,5,100.0,0.55
user_115_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_116_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Pork Schnitzel Mild (m32)', 'Strawberry Smoothie Premium (m157)']",3,4,4,100.0,0.575
user_117_breakfast,breakfast,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_118_breakfast,breakfast,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_119_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_120_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_121_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_122_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_123_snacks,snacks,3,"['Tomato Juice (m51)', 'Chicken Skewers Spicy (m100)', 'Oat Milk Light (m109)']",3,2,2,100.0,0.575
user_124_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_125_snacks,snacks,3,"['Banana Split Mild (m5)', 'Gelato (m22)', 'Donut Special (m31)']",3,2,2,100.0,0.575
user_126_breakfast,breakfast,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_127_breakfast,breakfast,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_128_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Beef Burrito Deluxe (m21)', 'Stuffed Mushrooms Classic (m154)']",3,5,5,100.0,0.55
user_129_snacks,snacks,3,"['Banana Split Mild (m5)', 'Gelato (m22)', 'Donut Special (m31)']",3,2,2,100.0,0.575
user_130_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_131_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_132_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Beef Burrito Deluxe (m21)', 'Stuffed Mushrooms Classic (m154)']",3,5,5,100.0,0.55
user_133_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Green Beans (m29)', 'Donut Special (m31)']",3,4,4,100.0,0.575
user_134_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_135_snacks,snacks,3,"['Peach Tea Deluxe (m4)', 'Banana Split Mild (m5)', 'Raspberry Lemonade Mild (m10)']",3,1,1,100.0,0.575
user_136_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_137_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_138_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_139_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_140_snacks,snacks,3,"['Peach Tea Deluxe (m4)', 'Banana Split Mild (m5)', 'Raspberry Lemonade Mild (m10)']",3,1,1,100.0,0.575
user_141_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_142_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_143_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_144_snacks,snacks,3,"['Hummus with Pita Classic (m6)', 'Ramen Special (m9)', 'French Fries Mild (m13)']",3,1,1,100.0,0.575
user_145_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_146_snacks,snacks,3,"['Tomato Juice (m51)', 'Chicken Skewers Spicy (m100)', 'Oat Milk Light (m109)']",3,2,2,100.0,0.575
user_147_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_148_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Pork Schnitzel Mild (m32)', 'Strawberry Smoothie Premium (m157)']",3,4,4,100.0,0.575
user_149_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_150_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_151_snacks,snacks,3,"['Banana Split Mild (m5)', 'Chocolate Cake Special (m8)', 'Gelato (m17)']",3,1,1,100.0,0.575
user_152_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Beef Burrito Deluxe (m21)', 'Stuffed Mushrooms Classic (m154)']",3,5,5,100.0,0.55
user_153_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Green Beans (m29)', 'Donut Special (m31)']",3,4,4,100.0,0.575
user_154_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_155_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_156_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_157_lunch,lunch,3,"['Spinach Salad Spicy (m118)', 'Strawberry Smoothie (m133)', 'Vegetable Soup Spicy (m804)']",3,3,3,100.0,0.575
user_158_snacks,snacks,3,"['Peach Tea Deluxe (m4)', 'Banana Split Mild (m5)', 'Raspberry Lemonade Mild (m10)']",3,1,1,100.0,0.575
user_159_lunch,lunch,3,"['Cranberry Juice Spicy (m320)', 'Kale Salad (m358)', 'Chicken Alfredo Premium (m591)']",3,3,3,100.0,0.575
user_160_snacks,snacks,3,"['Banana Split Mild (m5)', 'Chocolate Cake Special (m8)', 'Gelato (m17)']",3,1,1,100.0,0.575
user_161_lunch,lunch,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_162_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_163_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Green Beans (m29)', 'Donut Special (m31)']",3,4,4,100.0,0.575
user_164_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_165_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_166_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_167_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_168_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Green Beans (m29)', 'Donut Special (m31)']",3,4,4,100.0,0.575
user_169_lunch,lunch,3,"['Donut Special (m31)', 'Strawberry Smoothie Classic (m88)', 'Pork Chops Classic (m126)']",3,2,2,100.0,0.575
user_170_breakfast,breakfast,3,"['Cereal Special (m78)', 'Mango Juice Spicy (m233)', 'Breakfast Sandwich Special (m898)']",3,3,3,100.0,0.575
user_171_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Couscous Classic (m1639)', 'Chicken Souvlaki (m27)']",3,3,3,100.0,0.575
user_172_breakfast,breakfast,3,"['Milk Spicy (m16)', 'Cereal Special (m78)', 'Chicken Skewers Spicy (m100)']",3,2,2,100.0,0.575
user_173_lunch,lunch,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_174_dinner,dinner,3,"['Fish Tacos Spicy (m1561)', 'Chicken Wings Deluxe (m52)', 'Mocha Classic (m285)']",3,4,4,100.0,0.575
user_175_snacks,snacks,3,"['Banana Split Mild (m5)', 'Gelato (m22)', 'Donut Special (m31)']",3,2,2,100.0,0.575
