proposal_link,team_size,team,req_skills,covered_skills,coverage_pct,goodness_ultra,objective,solver_status,candidate_count,candidate_limit
https://www.nsf.gov/pubs/2026/nsf26011/nsf26011.htm,1,['Michelle Morales'],3,3,100.0,0.4,9.858542473317929,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26012/nsf26012.htm,2,"['Michael West', 'Courtney Hendrix']",7,7,100.0,0.425,22.861092686564128,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26013/nsf26013.htm,2,"['Curtis Andersen', 'Andrew Munoz']",7,7,100.0,0.425,22.95217695266026,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26014/nsf26014.htm,2,"['Kevin Delacruz', 'Anna Robbins']",8,8,100.0,0.440625,26.153777469924936,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26015/nsf26015.htm,2,"['Jennifer Nguyen', 'Jason Mcdonald']",7,7,100.0,0.46071428571428574,22.98436950733378,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26016/nsf26016.htm,1,['Sara Odonnell'],2,2,100.0,0.4,6.514170927105724,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26017/nsf26017.htm,2,"['Benjamin Dunn', 'Kevin Nichols']",6,6,100.0,0.4666666666666667,19.58474382758944,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26018/nsf26018.htm,2,"['John Byrd', 'Anthony Grant']",8,8,100.0,0.440625,25.978914231864508,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26019/nsf26019.htm,1,['Michael Palmer'],2,2,100.0,0.4,6.518802096481292,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26020/nsf26020.htm,1,['Cassandra Hughes'],3,3,100.0,0.4,9.96425026281716,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26021/nsf26021.htm,1,['Sharon Jacobs'],2,2,100.0,0.4,6.479170655026291,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26022/nsf26022.htm,2,"['Diane Kline', 'Michelle Goodwin']",4,4,100.0,0.4875,13.142254406211716,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26023/nsf26023.htm,2,"['Tanya Bush', 'Carol Long']",7,7,100.0,0.44285714285714284,22.730474064011144,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26024/nsf26024.htm,2,"['Patricia Garza', 'Jonathan Jones']",5,5,100.0,0.45,16.142651923999722,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26025/nsf26025.htm,2,"['Michelle Koch', 'Christopher Townsend']",6,6,100.0,0.4666666666666667,19.54584073162194,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26026/nsf26026.htm,2,"['Brian Bonilla', 'Robert Shields']",5,5,100.0,0.475,16.32602475056452,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26027/nsf26027.htm,2,"['Deborah Patton', 'Kaitlyn Jones']",5,5,100.0,0.475,16.382438892068254,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26028/nsf26028.htm,2,"['Diana Suarez', 'Caroline Martin']",4,4,100.0,0.4875,12.878346667902981,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26029/nsf26029.htm,2,"['Crystal Goodman', 'Cindy Williams']",6,6,100.0,0.4666666666666667,19.396536634714273,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26030/nsf26030.htm,2,"['Lindsey King', 'Rachael Taylor']",6,6,100.0,0.4458333333333333,19.438840968789027,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26031/nsf26031.htm,2,"['Ann Curry', 'Joseph Alexander']",7,7,100.0,0.44285714285714284,22.938564081054043,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26032/nsf26032.htm,2,"['John Weeks', 'Angela Richards']",5,5,100.0,0.5,16.260221004081103,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26033/nsf26033.htm,1,['Danielle Schwartz'],3,3,100.0,0.4,9.771832330713881,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26034/nsf26034.htm,2,"['Kurt Solis', 'Jennifer Martinez']",7,7,100.0,0.44285714285714284,22.772216298630642,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26035/nsf26035.htm,2,"['Anthony Montgomery', 'Kristy Patrick']",5,5,100.0,0.475,16.216542849655596,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26036/nsf26036.htm,2,"['Diana Ross', 'Anthony Powers']",5,5,100.0,0.45,16.378339339442874,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26037/nsf26037.htm,1,['Stephen Cunningham'],2,2,100.0,0.4,6.548804346785091,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26038/nsf26038.htm,2,"['Hannah Donovan', 'Heather Hansen']",6,6,100.0,0.4666666666666667,19.37843648165352,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26039/nsf26039.htm,1,['Margaret Baker'],4,4,100.0,0.4,13.062341440297285,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26040/nsf26040.htm,2,"['Keith Johnson', 'Krystal Lara']",5,5,100.0,0.45,16.21438590589394,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26041/nsf26041.htm,1,['Megan Morrison'],2,2,100.0,0.4,6.553010760421988,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26042/nsf26042.htm,2,"['Phillip Williams Jr.', 'Michael Miller']",5,5,100.0,0.5,16.442102805622465,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26043/nsf26043.htm,2,"['Stephanie Collins', 'Maria Mccoy']",5,5,100.0,0.45,16.306249957936434,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26044/nsf26044.htm,1,['Benjamin Camacho'],2,2,100.0,0.4,6.430891162107895,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26045/nsf26045.htm,2,"['Amy Stevens', 'Eric Aguilar']",7,7,100.0,0.46071428571428574,22.793748159889976,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26046/nsf26046.htm,1,['Jessica Morris DVM'],2,2,100.0,0.4,6.544008174521598,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26047/nsf26047.htm,1,['Nathan Lucas'],2,2,100.0,0.4,6.528703167464004,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26048/nsf26048.htm,2,"['Rick Sharp', 'Larry Beck']",7,7,100.0,0.44285714285714284,22.926713304320437,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26049/nsf26049.htm,1,['Michelle Koch'],3,3,100.0,0.4,9.82673054791622,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26050/nsf26050.htm,2,"['Paul Armstrong', 'Margaret Ball']",5,5,100.0,0.45,16.37343098031719,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26051/nsf26051.htm,1,['Susan Murphy'],3,3,100.0,0.4,9.842510016126063,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26052/nsf26052.htm,2,"['Elizabeth Turner', 'Bryan Gomez']",5,5,100.0,0.475,16.195417777317395,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26053/nsf26053.htm,2,"['Caitlin Kennedy', 'Brittany Nguyen']",7,7,100.0,0.425,22.638894335121165,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26054/nsf26054.htm,1,['Jeffrey Hill'],2,2,100.0,0.4,6.518802096481292,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26055/nsf26055.htm,2,"['Brett Arnold', 'Bianca Hamilton']",6,6,100.0,0.4666666666666667,19.75651903360907,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26056/nsf26056.htm,1,['Chloe Ramirez'],3,3,100.0,0.4,9.695983777418782,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26057/nsf26057.htm,2,"['Cory Ward DVM', 'Jason Bird']",7,7,100.0,0.46071428571428574,22.730439612152924,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26058/nsf26058.htm,2,"['Raymond Walker', 'Jose Parks']",5,5,100.0,0.45,16.395083586352495,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26059/nsf26059.htm,1,['Michael Barry'],2,2,100.0,0.4,6.467268446366109,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26060/nsf26060.htm,2,"['Jacob Moore', 'Theresa Moore']",7,7,100.0,0.425,23.03406272717674,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26061/nsf26061.htm,2,"['Jonathan Newman', 'Amanda Elliott']",8,8,100.0,0.440625,26.067308016783482,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26062/nsf26062.htm,2,"['Ashley Wolfe', 'Richard Patterson']",7,7,100.0,0.44285714285714284,22.825968508528348,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26063/nsf26063.htm,2,"['Maria Mccoy', 'Regina Dominguez']",6,6,100.0,0.4666666666666667,19.78733383924183,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26064/nsf26064.htm,2,"['James Mueller', 'Gregory Leonard']",6,6,100.0,0.4458333333333333,19.585042214819914,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26065/nsf26065.htm,2,"['Kaitlyn Jones', 'Terry Gomez']",4,4,100.0,0.4875,13.082558509549932,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26066/nsf26066.htm,2,"['Melissa White', 'Rachael Carter']",8,8,100.0,0.45625,26.0192366184408,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26067/nsf26067.htm,2,"['Pamela Oliver', 'John Guerra']",4,4,100.0,0.4875,13.151184190624019,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26068/nsf26068.htm,2,"['Thomas Wright', 'Susan Hall']",8,8,100.0,0.425,26.050199341851766,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26069/nsf26069.htm,2,"['Richard Ferguson', 'Stephanie Sanchez']",6,6,100.0,0.4666666666666667,19.569227040264323,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26070/nsf26070.htm,2,"['Shawn Johnson', 'Elizabeth Jordan']",8,8,100.0,0.440625,25.95254631086201,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26071/nsf26071.htm,2,"['Adrian Johnson', 'Megan Daniel DDS']",8,8,100.0,0.425,26.150196058319835,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26072/nsf26072.htm,2,"['Dominic Johnson', 'Margaret Clark']",6,6,100.0,0.4666666666666667,19.67177356823988,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26073/nsf26073.htm,2,"['Katrina Rodriguez', 'Chad Dennis']",6,6,100.0,0.425,19.665279148489052,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26074/nsf26074.htm,2,"['Michelle Koch', 'Alexandra Alvarez MD']",6,6,100.0,0.425,19.64502737425309,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26075/nsf26075.htm,1,['Clinton Fischer'],3,3,100.0,0.4,9.934348525127778,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26076/nsf26076.htm,2,"['Brandon King', 'Julia Raymond']",6,6,100.0,0.4458333333333333,19.569302749521547,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26077/nsf26077.htm,1,['April Petersen'],4,4,100.0,0.4,13.04312048925459,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26078/nsf26078.htm,2,"['Pamela Oliver', 'Victor Cain']",5,5,100.0,0.5,16.21381181622379,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26079/nsf26079.htm,2,"['Brian Huerta', 'Phyllis Myers']",7,7,100.0,0.44285714285714284,22.889521987919686,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26080/nsf26080.htm,2,"['Victoria Tucker', 'Troy Hernandez']",4,4,100.0,0.4875,13.030299743664234,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26081/nsf26081.htm,2,"['Paula Murphy', 'Crystal Washington']",4,4,100.0,0.4875,13.105609380053416,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26082/nsf26082.htm,2,"['Diane Stone', 'Andrew Rodriguez']",5,5,100.0,0.475,16.26865004326407,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26083/nsf26083.htm,2,"['Taylor York', 'Ryan Espinoza']",5,5,100.0,0.475,16.46238587047431,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26084/nsf26084.htm,1,['Brandon Mclean'],4,4,100.0,0.4,13.150073696339991,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26085/nsf26085.htm,2,"['Stephanie Edwards', 'Andrea Cain']",6,6,100.0,0.4458333333333333,19.469422776765157,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26086/nsf26086.htm,2,"['Keith Mills', 'Maria Mccoy']",6,6,100.0,0.4666666666666667,19.67647573754644,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26087/nsf26087.htm,2,"['Sarah Lee', 'Phillip Williams Jr.']",8,8,100.0,0.440625,25.97254528970437,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26088/nsf26088.htm,2,"['Richard Hernandez', 'Richard Grimes']",7,7,100.0,0.44285714285714284,22.850876439784706,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26089/nsf26089.htm,1,['Adrienne Richardson'],3,3,100.0,0.4,9.815656514766353,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26090/nsf26090.htm,1,['Renee Watkins'],3,3,100.0,0.4,9.740043618017523,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26091/nsf26091.htm,2,"['Taylor York', 'Ronald Bailey']",6,6,100.0,0.4666666666666667,19.6809581677935,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26092/nsf26092.htm,3,"['Samantha Burns', 'Anthony Grant', 'Stephanie West']",8,8,100.0,0.496875,26.085849786617448,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26093/nsf26093.htm,2,"['Andrea Ruiz', 'Audrey Pace']",5,5,100.0,0.45,16.38288851486314,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26094/nsf26094.htm,1,['Amanda Howard'],2,2,100.0,0.4,6.655858342949251,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26095/nsf26095.htm,2,"['Janet Young', 'Cynthia Orr']",6,6,100.0,0.4458333333333333,19.399093712213705,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26096/nsf26096.htm,2,"['Bryan Gomez', 'Erin Baker']",7,7,100.0,0.44285714285714284,22.803162378133454,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26097/nsf26097.htm,1,['Stephanie West'],3,3,100.0,0.4,9.84804867924073,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26098/nsf26098.htm,1,['Cody Wilson'],4,4,100.0,0.4,13.240505570950853,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26099/nsf26099.htm,2,"['Michael Miller', 'Megan Morrison']",7,7,100.0,0.44285714285714284,22.78382465285462,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26100/nsf26100.htm,1,['Angela Daugherty'],2,2,100.0,0.4,6.488179724968656,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26101/nsf26101.htm,1,['Maria Stewart'],3,3,100.0,0.4,9.911051951583978,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26102/nsf26102.htm,3,"['David Hayes', 'Jacob Hall', 'Valerie Schaefer']",8,8,100.0,0.496875,26.120118947987528,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26103/nsf26103.htm,2,"['Eric Lucas', 'Jeffrey Mcdonald']",4,4,100.0,0.4875,13.087780453531083,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26104/nsf26104.htm,1,['Monique Herring'],2,2,100.0,0.4,6.549097244029069,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26105/nsf26105.htm,2,"['Matthew Fleming', 'Crystal Washington']",4,4,100.0,0.4875,13.157333203759485,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26106/nsf26106.htm,1,['Jeffrey Hill'],2,2,100.0,0.4,6.514005924217799,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26107/nsf26107.htm,1,['Linda Johnson'],2,2,100.0,0.4,6.538509995410991,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26108/nsf26108.htm,2,"['Robin Collins', 'Maria Mccoy']",5,5,100.0,0.475,16.294578768978607,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26109/nsf26109.htm,2,"['Cynthia Orr', 'Debbie Thomas']",5,5,100.0,0.45,16.117783071373072,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26110/nsf26110.htm,2,"['Tony Abbott', 'Brett Young']",5,5,100.0,0.45,16.46921799360145,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26111/nsf26111.htm,1,['Christopher Gray'],3,3,100.0,0.4,9.573832051376534,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26112/nsf26112.htm,2,"['Michael Jacobson', 'Megan Daniel DDS']",6,6,100.0,0.4666666666666667,19.685707851302137,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26113/nsf26113.htm,2,"['Cindy Glover', 'Mrs. Diana Ramos']",6,6,100.0,0.4458333333333333,19.69626830134999,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26114/nsf26114.htm,2,"['Kyle Lopez', 'Roger Hernandez']",4,4,100.0,0.4875,13.225247590824152,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26115/nsf26115.htm,1,['Samuel Cooper'],2,2,100.0,0.4,6.650872963598036,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26116/nsf26116.htm,2,"['Bruce Perez', 'Martin Hebert']",6,6,100.0,0.4666666666666667,19.626454855975837,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26117/nsf26117.htm,1,['Dr. Nathaniel Harris'],2,2,100.0,0.4,6.59464591427433,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26118/nsf26118.htm,1,['Michael Palmer'],2,2,100.0,0.4,6.42036202366804,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26119/nsf26119.htm,1,['Victoria Gomez'],3,3,100.0,0.4,9.570576394288537,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26120/nsf26120.htm,1,['Kenneth Gonzalez'],3,3,100.0,0.4,9.854776187728199,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26121/nsf26121.htm,1,['Jacob Burnett'],2,2,100.0,0.4,6.639051224632869,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26122/nsf26122.htm,2,"['Jacob Ford', 'Mark Berg']",6,6,100.0,0.4666666666666667,19.55023291652907,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26123/nsf26123.htm,2,"['Sarah Holt', 'Patrick Rivera']",5,5,100.0,0.45,16.453057584164377,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26124/nsf26124.htm,2,"['Natalie Miles', 'Rebecca Collins']",4,4,100.0,0.4875,13.180898101696918,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26125/nsf26125.htm,2,"['Katherine Gordon', 'Johnathan Colon']",7,7,100.0,0.46071428571428574,22.962848781553358,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26126/nsf26126.htm,2,"['Mr. Eric Bruce DVM', 'Michelle Clark']",6,6,100.0,0.4458333333333333,19.613373041269647,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26127/nsf26127.htm,2,"['David Meyer', 'Tony Wood']",5,5,100.0,0.5,16.13319762663549,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26128/nsf26128.htm,2,"['Natalie Santiago', 'Valerie Schaefer']",4,4,100.0,0.4875,13.184274525191023,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26129/nsf26129.htm,2,"['Yolanda Hunt', 'Kenneth King']",6,6,100.0,0.4458333333333333,19.537185911434538,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26130/nsf26130.htm,3,"['Terry Gomez', 'Anthony Osborn', 'Samuel Collins']",7,7,100.0,0.5035714285714286,22.797612914040645,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26131/nsf26131.htm,2,"['Megan Lopez', 'Andrew Ashley']",4,4,100.0,0.4875,13.191966787758389,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26132/nsf26132.htm,2,"['Allison Carpenter', 'Derek Schaefer']",8,8,100.0,0.425,26.097625555158185,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26133/nsf26133.htm,1,['Mary Carter'],3,3,100.0,0.4,9.763388086220596,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26134/nsf26134.htm,2,"['Diane Kline', 'Christy Lewis']",8,8,100.0,0.425,26.132823596400105,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26135/nsf26135.htm,1,['Casey Webb'],3,3,100.0,0.4,9.737875427606411,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26136/nsf26136.htm,1,['Zachary Walker'],2,2,100.0,0.4,6.39828607196884,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26137/nsf26137.htm,1,['Robin Collins'],2,2,100.0,0.4,6.548804346785091,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26138/nsf26138.htm,1,['April Petersen'],3,3,100.0,0.4,9.720735503292904,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26139/nsf26139.htm,2,"['Anthony George', 'Stephanie West']",4,4,100.0,0.4875,13.1424622374267,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26140/nsf26140.htm,2,"['Sandra Villegas', 'Daniel Hayes']",5,5,100.0,0.475,16.47409287992837,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26141/nsf26141.htm,2,"['Michelle Morales', 'Drew Hall']",6,6,100.0,0.4458333333333333,19.627571364415424,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26142/nsf26142.htm,2,"['Annette Serrano', 'Linda Johnson']",7,7,100.0,0.44285714285714284,22.658672067709947,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26143/nsf26143.htm,2,"['Isabel Davis', 'Alicia Mckay']",5,5,100.0,0.475,16.455333325906956,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26144/nsf26144.htm,2,"['Calvin Lawrence', 'Deborah Patton']",5,5,100.0,0.475,16.311252018838278,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26145/nsf26145.htm,1,['David Norris'],2,2,100.0,0.4,6.486343893624863,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26146/nsf26146.htm,2,"['Ryan Espinoza', 'Nicole Hall']",6,6,100.0,0.4458333333333333,19.59260455309958,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26147/nsf26147.htm,2,"['Anna Simmons', 'Lauren Novak']",4,4,100.0,0.4875,13.147518493557707,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26148/nsf26148.htm,2,"['Michelle Murray', 'Anthony Sanchez']",6,6,100.0,0.4458333333333333,19.640428432612932,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26149/nsf26149.htm,2,"['Victoria Chen', 'Steven Smith']",5,5,100.0,0.475,16.335055964431746,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26150/nsf26150.htm,1,['Anthony Powers'],2,2,100.0,0.4,6.506445072945949,exact_bruteforce_topN,25,25
https://www.nsf.gov/pubs/2026/nsf26151/nsf26151.htm,1,['Kevin King'],2,2,100.0,0.4,6.456930008418569,exact_bruteforce_topN,25,25
